Meas. m/z,#,Ion Formula,Score,m/z,err [ppm],Mean err [ppm],mSigma,rdb,e¯ Conf,N-Rule,H/C,KM [CH2],KMD [CH2],I,N/C,NKM [CH2],O/C,O/N,S/C
,1,C22H38S,100,334.268874,0.1,-2.5,444,6.5,odd,ok,1.727,333.895592,0.104408,,0,334,0,0,0.045
,1,C14H34N6O3,0.01,334.26869,-0.4,-4.3,490.6,1.5,odd,ok,2.429,333.895592,0.104408,,0.429,334,0.214,0.5,0
,1,C22H38S,100,334.268874,0.1,-2.5,444,6.5,odd,ok,1.727,333.895592,0.104408,,0,334,0,0,0.045
,1,C22H38S,100,334.268874,0.1,-2.5,444,6.5,odd,ok,1.727,333.895592,0.104408,,0,334,0,0,0.045
,1,C22H38S,100,334.268874,0.1,-2.5,444,6.5,odd,ok,1.727,333.895592,0.104408,,0,334,0,0,0.045
,1,C22H38S,100,334.268874,0.1,-2.5,444,6.5,odd,ok,1.727,333.895592,0.104408,,0,334,0,0,0.045
334.322896,1,C23H42O,100,334.323017,0.4,0.2,n.a.,3.5,odd,ok,1.826,333.949588,0.050412,780598,0,334,0.043,0,0
,1,C23H42O,100,334.323017,0.4,0.2,n.a.,3.5,odd,ok,1.826,333.949588,0.050412,,0,334,0.043,0,0
,1,C23H42O,100,334.323017,0.4,0.2,n.a.,3.5,odd,ok,1.826,333.949588,0.050412,,0,334,0.043,0,0
,1,C23H42O,100,334.323017,0.4,0.2,n.a.,3.5,odd,ok,1.826,333.949588,0.050412,,0,334,0.043,0,0
,1,C23H42O,100,334.323017,0.4,0.2,n.a.,3.5,odd,ok,1.826,333.949588,0.050412,,0,334,0.043,0,0
,1,C23H42O,100,334.323017,0.4,0.2,n.a.,3.5,odd,ok,1.826,333.949588,0.050412,,0,334,0.043,0,0
334.346835,1,C23H44N,100,334.346827,0,-3,530.1,3,even,ok,1.913,333.9735,0.0265,1226583,0.043,334,0,0,0
,1,C23H44N,100,334.346827,0,-3,530.1,3,even,ok,1.913,333.9735,0.0265,,0.043,334,0,0,0
,1,C23H44N,100,334.346827,0,-3,530.1,3,even,ok,1.913,333.9735,0.0265,,0.043,334,0,0,0
,1,C23H44N,100,334.346827,0,-3,530.1,3,even,ok,1.913,333.9735,0.0265,,0.043,334,0,0,0
,1,C23H44N,100,334.346827,0,-3,530.1,3,even,ok,1.913,333.9735,0.0265,,0.043,334,0,0,0
,1,C23H44N,100,334.346827,0,-3,530.1,3,even,ok,1.913,333.9735,0.0265,,0.043,334,0,0,0
,1,C23H44N,100,334.346827,0,-3,530.1,3,even,ok,1.913,333.9735,0.0265,,0.043,334,0,0,0
334.359435,1,C24H46,100,334.359403,-0.1,2.2,44.4,2.5,odd,ok,1.917,333.986086,0.013914,11259669,0,334,0,0,0
,1,C24H46,100,334.359403,-0.1,2.2,44.4,2.5,odd,ok,1.917,333.986086,0.013914,,0,334,0,0,0
,1,C24H46,100,334.359403,-0.1,2.2,44.4,2.5,odd,ok,1.917,333.986086,0.013914,,0,334,0,0,0
,1,C24H46,100,334.359403,-0.1,2.2,44.4,2.5,odd,ok,1.917,333.986086,0.013914,,0,334,0,0,0
,1,C24H46,100,334.359403,-0.1,2.2,44.4,2.5,odd,ok,1.917,333.986086,0.013914,,0,334,0,0,0
,1,C24H46,100,334.359403,-0.1,2.2,44.4,2.5,odd,ok,1.917,333.986086,0.013914,,0,334,0,0,0
,1,C24H46,100,334.359403,-0.1,2.2,44.4,2.5,odd,ok,1.917,333.986086,0.013914,,0,334,0,0,0
335.20394,1,C20H31O2S,100,335.203928,0,0,n.a.,8,even,ok,1.55,334.829648,0.170352,364945,0,335,0.1,0,0.05
,1,C20H31O2S,100,335.203928,0,0,n.a.,8,even,ok,1.55,334.829648,0.170352,,0,335,0.1,0,0.05
,1,C12H27N6O5,66.19,335.203744,-0.6,-0.2,n.a.,3,even,ok,2.25,334.829648,0.170352,,0.5,335,0.417,0.833,0
,1,C20H31O2S,100,335.203928,0,0,n.a.,8,even,ok,1.55,334.829648,0.170352,,0,335,0.1,0,0.05
,1,C20H31O2S,100,335.203928,0,0,n.a.,8,even,ok,1.55,334.829648,0.170352,,0,335,0.1,0,0.05
,1,C20H31O2S,100,335.203928,0,0,n.a.,8,even,ok,1.55,334.829648,0.170352,,0,335,0.1,0,0.05
,1,C20H31O2S,100,335.203928,0,0,n.a.,8,even,ok,1.55,334.829648,0.170352,,0,335,0.1,0,0.05
335.260753,1,C24H33N,100,335.260751,0,0,n.a.,9.5,odd,ok,1.375,334.886398,0.113602,476902,0.042,335,0,0,0
,1,C24H33N,100,335.260751,0,0,n.a.,9.5,odd,ok,1.375,334.886398,0.113602,,0.042,335,0,0,0
,1,C24H33N,100,335.260751,0,0,n.a.,9.5,odd,ok,1.375,334.886398,0.113602,,0.042,335,0,0,0
,1,C24H33N,100,335.260751,0,0,n.a.,9.5,odd,ok,1.375,334.886398,0.113602,,0.042,335,0,0,0
,1,C24H33N,100,335.260751,0,0,n.a.,9.5,odd,ok,1.375,334.886398,0.113602,,0.042,335,0,0,0
,1,C24H33N,100,335.260751,0,0,n.a.,9.5,odd,ok,1.375,334.886398,0.113602,,0.042,335,0,0,0
,1,C24H33N,100,335.260751,0,0,n.a.,9.5,odd,ok,1.375,334.886398,0.113602,,0.042,335,0,0,0
335.294314,1,C22H39O2,100,335.294457,0.4,0.2,n.a.,4,even,ok,1.773,334.919921,0.080079,512302,0,335,0.091,0,0
,1,C22H39O2,100,335.294457,0.4,0.2,n.a.,4,even,ok,1.773,334.919921,0.080079,,0,335,0.091,0,0
,1,C22H39O2,100,335.294457,0.4,0.2,n.a.,4,even,ok,1.773,334.919921,0.080079,,0,335,0.091,0,0
,1,C22H39O2,100,335.294457,0.4,0.2,n.a.,4,even,ok,1.773,334.919921,0.080079,,0,335,0.091,0,0
,1,C22H39O2,100,335.294457,0.4,0.2,n.a.,4,even,ok,1.773,334.919921,0.080079,,0,335,0.091,0,0
,1,C22H39O2,100,335.294457,0.4,0.2,n.a.,4,even,ok,1.773,334.919921,0.080079,,0,335,0.091,0,0
,1,C22H39O2,100,335.294457,0.4,0.2,n.a.,4,even,ok,1.773,334.919921,0.080079,,0,335,0.091,0,0
335.354617,1,C23H45N,100,335.354652,0.1,-2.9,365.2,2.5,odd,ok,1.957,334.980158,0.019842,1711119,0.043,335,0,0,0
,1,C23H45N,100,335.354652,0.1,-2.9,365.2,2.5,odd,ok,1.957,334.980158,0.019842,,0.043,335,0,0,0
,1,C23H45N,100,335.354652,0.1,-2.9,365.2,2.5,odd,ok,1.957,334.980158,0.019842,,0.043,335,0,0,0
,1,C23H45N,100,335.354652,0.1,-2.9,365.2,2.5,odd,ok,1.957,334.980158,0.019842,,0.043,335,0,0,0
,1,C23H45N,100,335.354652,0.1,-2.9,365.2,2.5,odd,ok,1.957,334.980158,0.019842,,0.043,335,0,0,0
,1,C23H45N,100,335.354652,0.1,-2.9,365.2,2.5,odd,ok,1.957,334.980158,0.019842,,0.043,335,0,0,0
,1,C23H45N,100,335.354652,0.1,-2.9,365.2,2.5,odd,ok,1.957,334.980158,0.019842,,0.043,335,0,0,0
335.367149,1,C24H47,100,335.367228,0.2,0.1,378.3,2,even,ok,1.958,334.992675,0.007325,673605,0,335,0,0,0
,1,C24H47,100,335.367228,0.2,0.1,378.3,2,even,ok,1.958,334.992675,0.007325,,0,335,0,0,0
,1,C24H47,100,335.367228,0.2,0.1,378.3,2,even,ok,1.958,334.992675,0.007325,,0,335,0,0,0
,1,C24H47,100,335.367228,0.2,0.1,378.3,2,even,ok,1.958,334.992675,0.007325,,0,335,0,0,0
,1,C24H47,100,335.367228,0.2,0.1,378.3,2,even,ok,1.958,334.992675,0.007325,,0,335,0,0,0
,1,C24H47,100,335.367228,0.2,0.1,378.3,2,even,ok,1.958,334.992675,0.007325,,0,335,0,0,0
,1,C24H47,100,335.367228,0.2,0.1,378.3,2,even,ok,1.958,334.992675,0.007325,,0,335,0,0,0
336.281163,1,C25H36,100,336.281153,0,0,21.4,8.5,odd,ok,1.44,335.905668,0.094332,2596783,0,336,0,0,0
,1,C25H36,100,336.281153,0,0,21.4,8.5,odd,ok,1.44,335.905668,0.094332,,0,336,0,0,0
,1,C25H36,100,336.281153,0,0,21.4,8.5,odd,ok,1.44,335.905668,0.094332,,0,336,0,0,0
,1,C25H36,100,336.281153,0,0,21.4,8.5,odd,ok,1.44,335.905668,0.094332,,0,336,0,0,0
,1,C25H36,100,336.281153,0,0,21.4,8.5,odd,ok,1.44,335.905668,0.094332,,0,336,0,0,0
,1,C25H36,100,336.281153,0,0,21.4,8.5,odd,ok,1.44,335.905668,0.094332,,0,336,0,0,0
336.284504,1,C22H40S,100,336.284524,0.1,-2.3,483.8,5.5,odd,ok,1.818,335.909006,0.090994,1706282,0,336,0,0,0.045
,1,C22H40S,100,336.284524,0.1,-2.3,483.8,5.5,odd,ok,1.818,335.909006,0.090994,,0,336,0,0,0.045
,1,C14H36N6O3,0,336.28434,-0.5,-4.1,532.7,0.5,odd,ok,2.571,335.909006,0.090994,,0.429,336,0.214,0.5,0
,1,C22H40S,100,336.284524,0.1,-2.3,483.8,5.5,odd,ok,1.818,335.909006,0.090994,,0,336,0,0,0.045
,1,C22H40S,100,336.284524,0.1,-2.3,483.8,5.5,odd,ok,1.818,335.909006,0.090994,,0,336,0,0,0.045
,1,C22H40S,100,336.284524,0.1,-2.3,483.8,5.5,odd,ok,1.818,335.909006,0.090994,,0,336,0,0,0.045
,1,C22H40S,100,336.284524,0.1,-2.3,483.8,5.5,odd,ok,1.818,335.909006,0.090994,,0,336,0,0,0.045
336.338638,1,C23H44O,100,336.338667,0.1,0,n.a.,2.5,odd,ok,1.913,335.96308,0.03692,828220,0,336,0.043,0,0
,1,C23H44O,100,336.338667,0.1,0,n.a.,2.5,odd,ok,1.913,335.96308,0.03692,,0,336,0.043,0,0
,1,C23H44O,100,336.338667,0.1,0,n.a.,2.5,odd,ok,1.913,335.96308,0.03692,,0,336,0.043,0,0
,1,C23H44O,100,336.338667,0.1,0,n.a.,2.5,odd,ok,1.913,335.96308,0.03692,,0,336,0.043,0,0
,1,C23H44O,100,336.338667,0.1,0,n.a.,2.5,odd,ok,1.913,335.96308,0.03692,,0,336,0.043,0,0
,1,C23H44O,100,336.338667,0.1,0,n.a.,2.5,odd,ok,1.913,335.96308,0.03692,,0,336,0.043,0,0
336.362501,1,C23H46N,100,336.362477,-0.1,-0.8,170.7,2,even,ok,2,335.986916,0.013084,1215530,0.043,336,0,0,0
,1,C23H46N,100,336.362477,-0.1,-0.8,170.7,2,even,ok,2,335.986916,0.013084,,0.043,336,0,0,0
,1,C23H46N,100,336.362477,-0.1,-0.8,170.7,2,even,ok,2,335.986916,0.013084,,0.043,336,0,0,0
,1,C23H46N,100,336.362477,-0.1,-0.8,170.7,2,even,ok,2,335.986916,0.013084,,0.043,336,0,0,0
,1,C23H46N,100,336.362477,-0.1,-0.8,170.7,2,even,ok,2,335.986916,0.013084,,0.043,336,0,0,0
,1,C23H46N,100,336.362477,-0.1,-0.8,170.7,2,even,ok,2,335.986916,0.013084,,0.043,336,0,0,0
,1,C23H46N,100,336.362477,-0.1,-0.8,170.7,2,even,ok,2,335.986916,0.013084,,0.043,336,0,0,0
336.375072,1,C24H48,100,336.375053,-0.1,2.2,51.7,1.5,odd,ok,2,335.999473,0.000527,8301446,0,336,0,0,0
,1,C24H48,100,336.375053,-0.1,2.2,51.7,1.5,odd,ok,2,335.999473,0.000527,,0,336,0,0,0
,1,C24H48,100,336.375053,-0.1,2.2,51.7,1.5,odd,ok,2,335.999473,0.000527,,0,336,0,0,0
,1,C24H48,100,336.375053,-0.1,2.2,51.7,1.5,odd,ok,2,335.999473,0.000527,,0,336,0,0,0
,1,C24H48,100,336.375053,-0.1,2.2,51.7,1.5,odd,ok,2,335.999473,0.000527,,0,336,0,0,0
,1,C24H48,100,336.375053,-0.1,2.2,51.7,1.5,odd,ok,2,335.999473,0.000527,,0,336,0,0,0
337.276378,1,C24H35N,100,337.276402,0.1,0,n.a.,8.5,odd,ok,1.458,336.899772,0.100228,692613,0.042,337,0,0,0
,1,C24H35N,100,337.276402,0.1,0,n.a.,8.5,odd,ok,1.458,336.899772,0.100228,,0.042,337,0,0,0
,1,C24H35N,100,337.276402,0.1,0,n.a.,8.5,odd,ok,1.458,336.899772,0.100228,,0.042,337,0,0,0
,1,C24H35N,100,337.276402,0.1,0,n.a.,8.5,odd,ok,1.458,336.899772,0.100228,,0.042,337,0,0,0
,1,C24H35N,100,337.276402,0.1,0,n.a.,8.5,odd,ok,1.458,336.899772,0.100228,,0.042,337,0,0,0
,1,C24H35N,100,337.276402,0.1,0,n.a.,8.5,odd,ok,1.458,336.899772,0.100228,,0.042,337,0,0,0
,1,C24H35N,100,337.276402,0.1,0,n.a.,8.5,odd,ok,1.458,336.899772,0.100228,,0.042,337,0,0,0
337.310031,1,C22H41O2,100,337.310107,0.2,0.1,n.a.,3,even,ok,1.864,336.933388,0.066612,391531,0,337,0.091,0,0
,1,C22H41O2,100,337.310107,0.2,0.1,n.a.,3,even,ok,1.864,336.933388,0.066612,,0,337,0.091,0,0
,1,C22H41O2,100,337.310107,0.2,0.1,n.a.,3,even,ok,1.864,336.933388,0.066612,,0,337,0.091,0,0
,1,C22H41O2,100,337.310107,0.2,0.1,n.a.,3,even,ok,1.864,336.933388,0.066612,,0,337,0.091,0,0
,1,C22H41O2,100,337.310107,0.2,0.1,n.a.,3,even,ok,1.864,336.933388,0.066612,,0,337,0.091,0,0
,1,C22H41O2,100,337.310107,0.2,0.1,n.a.,3,even,ok,1.864,336.933388,0.066612,,0,337,0.091,0,0
,1,C22H41O2,100,337.310107,0.2,0.1,n.a.,3,even,ok,1.864,336.933388,0.066612,,0,337,0.091,0,0
337.370399,1,C23H47N,100,337.370302,-0.3,-3.1,612.7,1.5,odd,ok,2.043,336.993688,0.006312,413385,0.043,337,0,0,0
,1,C23H47N,100,337.370302,-0.3,-3.1,612.7,1.5,odd,ok,2.043,336.993688,0.006312,,0.043,337,0,0,0
,1,C23H47N,100,337.370302,-0.3,-3.1,612.7,1.5,odd,ok,2.043,336.993688,0.006312,,0.043,337,0,0,0
,1,C23H47N,100,337.370302,-0.3,-3.1,612.7,1.5,odd,ok,2.043,336.993688,0.006312,,0.043,337,0,0,0
,1,C23H47N,100,337.370302,-0.3,-3.1,612.7,1.5,odd,ok,2.043,336.993688,0.006312,,0.043,337,0,0,0
,1,C23H47N,100,337.370302,-0.3,-3.1,612.7,1.5,odd,ok,2.043,336.993688,0.006312,,0.043,337,0,0,0
,1,C23H47N,100,337.370302,-0.3,-3.1,612.7,1.5,odd,ok,2.043,336.993688,0.006312,,0.043,337,0,0,0
337.382858,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,822391,0,337,0,0,0
,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,,0,337,0,0,0
,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,,0,337,0,0,0
,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,,0,337,0,0,0
,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,,0,337,0,0,0
,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,,0,337,0,0,0
,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,,0,337,0,0,0
,1,C24H49,100,337.382878,0.1,-6,651.7,1,even,ok,2.042,337.006133,-0.006133,,0,337,0,0,0
338.296772,1,C25H38,100,338.296803,0.1,2.2,40.7,7.5,odd,ok,1.52,337.919026,0.080974,4915273,0,338,0,0,0
,1,C25H38,100,338.296803,0.1,2.2,40.7,7.5,odd,ok,1.52,337.919026,0.080974,,0,338,0,0,0
,1,C25H38,100,338.296803,0.1,2.2,40.7,7.5,odd,ok,1.52,337.919026,0.080974,,0,338,0,0,0
,1,C25H38,100,338.296803,0.1,2.2,40.7,7.5,odd,ok,1.52,337.919026,0.080974,,0,338,0,0,0
,1,C25H38,100,338.296803,0.1,2.2,40.7,7.5,odd,ok,1.52,337.919026,0.080974,,0,338,0,0,0
,1,C25H38,100,338.296803,0.1,2.2,40.7,7.5,odd,ok,1.52,337.919026,0.080974,,0,338,0,0,0
338.300145,1,C22H42S,100,338.300174,0.1,-3.8,488.9,4.5,odd,ok,1.909,337.922396,0.077604,2124646,0,338,0,0,0.045
,1,C22H42S,100,338.300174,0.1,-3.8,488.9,4.5,odd,ok,1.909,337.922396,0.077604,,0,338,0,0,0.045
,1,C22H42S,100,338.300174,0.1,-3.8,488.9,4.5,odd,ok,1.909,337.922396,0.077604,,0,338,0,0,0.045
,1,C22H42S,100,338.300174,0.1,-3.8,488.9,4.5,odd,ok,1.909,337.922396,0.077604,,0,338,0,0,0.045
,1,C22H42S,100,338.300174,0.1,-3.8,488.9,4.5,odd,ok,1.909,337.922396,0.077604,,0,338,0,0,0.045
,1,C22H42S,100,338.300174,0.1,-3.8,488.9,4.5,odd,ok,1.909,337.922396,0.077604,,0,338,0,0,0.045
338.354392,1,C23H46O,100,338.354318,-0.2,-0.1,n.a.,1.5,odd,ok,2,337.976582,0.023418,594278,0,338,0.043,0,0
,1,C23H46O,100,338.354318,-0.2,-0.1,n.a.,1.5,odd,ok,2,337.976582,0.023418,,0,338,0.043,0,0
,1,C23H46O,100,338.354318,-0.2,-0.1,n.a.,1.5,odd,ok,2,337.976582,0.023418,,0,338,0.043,0,0
,1,C23H46O,100,338.354318,-0.2,-0.1,n.a.,1.5,odd,ok,2,337.976582,0.023418,,0,338,0.043,0,0
,1,C23H46O,100,338.354318,-0.2,-0.1,n.a.,1.5,odd,ok,2,337.976582,0.023418,,0,338,0.043,0,0
,1,C23H46O,100,338.354318,-0.2,-0.1,n.a.,1.5,odd,ok,2,337.976582,0.023418,,0,338,0.043,0,0
338.378084,1,C23H48N,100,338.378127,0.1,0.1,51.3,1,even,ok,2.087,338.000248,-0.000248,1011447,0.043,338,0,0,0
,1,C23H48N,100,338.378127,0.1,0.1,51.3,1,even,ok,2.087,338.000248,-0.000248,,0.043,338,0,0,0
,1,C23H48N,100,338.378127,0.1,0.1,51.3,1,even,ok,2.087,338.000248,-0.000248,,0.043,338,0,0,0
,1,C23H48N,100,338.378127,0.1,0.1,51.3,1,even,ok,2.087,338.000248,-0.000248,,0.043,338,0,0,0
,1,C23H48N,100,338.378127,0.1,0.1,51.3,1,even,ok,2.087,338.000248,-0.000248,,0.043,338,0,0,0
,1,C23H48N,100,338.378127,0.1,0.1,51.3,1,even,ok,2.087,338.000248,-0.000248,,0.043,338,0,0,0
,1,C23H48N,100,338.378127,0.1,0.1,51.3,1,even,ok,2.087,338.000248,-0.000248,,0.043,338,0,0,0
338.390636,1,C24H50,100,338.390703,0.2,2.3,148.5,0.5,odd,ok,2.083,338.012786,-0.012786,4063387,0,338,0,0,0
,1,C24H50,100,338.390703,0.2,2.3,148.5,0.5,odd,ok,2.083,338.012786,-0.012786,,0,338,0,0,0
,1,C24H50,100,338.390703,0.2,2.3,148.5,0.5,odd,ok,2.083,338.012786,-0.012786,,0,338,0,0,0
,1,C24H50,100,338.390703,0.2,2.3,148.5,0.5,odd,ok,2.083,338.012786,-0.012786,,0,338,0,0,0
,1,C24H50,100,338.390703,0.2,2.3,148.5,0.5,odd,ok,2.083,338.012786,-0.012786,,0,338,0,0,0
,1,C24H50,100,338.390703,0.2,2.3,148.5,0.5,odd,ok,2.083,338.012786,-0.012786,,0,338,0,0,0
339.292084,1,C24H37N,100,339.292052,-0.1,-3.5,66.6,7.5,odd,ok,1.542,338.913228,0.086772,1084737,0.042,339,0,0,0
,1,C24H37N,100,339.292052,-0.1,-3.5,66.6,7.5,odd,ok,1.542,338.913228,0.086772,,0.042,339,0,0,0
,1,C24H37N,100,339.292052,-0.1,-3.5,66.6,7.5,odd,ok,1.542,338.913228,0.086772,,0.042,339,0,0,0
,1,C24H37N,100,339.292052,-0.1,-3.5,66.6,7.5,odd,ok,1.542,338.913228,0.086772,,0.042,339,0,0,0
,1,C24H37N,100,339.292052,-0.1,-3.5,66.6,7.5,odd,ok,1.542,338.913228,0.086772,,0.042,339,0,0,0
,1,C24H37N,100,339.292052,-0.1,-3.5,66.6,7.5,odd,ok,1.542,338.913228,0.086772,,0.042,339,0,0,0
,1,C24H37N,100,339.292052,-0.1,-3.5,66.6,7.5,odd,ok,1.542,338.913228,0.086772,,0.042,339,0,0,0
339.398498,1,C24H51,100,339.398528,0.1,-6,582.2,0,even,ok,2.125,339.019522,-0.019522,689628,0,339,0,0,0
,1,C24H51,100,339.398528,0.1,-6,582.2,0,even,ok,2.125,339.019522,-0.019522,,0,339,0,0,0
,1,C24H51,100,339.398528,0.1,-6,582.2,0,even,ok,2.125,339.019522,-0.019522,,0,339,0,0,0
,1,C24H51,100,339.398528,0.1,-6,582.2,0,even,ok,2.125,339.019522,-0.019522,,0,339,0,0,0
,1,C24H51,100,339.398528,0.1,-6,582.2,0,even,ok,2.125,339.019522,-0.019522,,0,339,0,0,0
,1,C24H51,100,339.398528,0.1,-6,582.2,0,even,ok,2.125,339.019522,-0.019522,,0,339,0,0,0
,1,C24H51,100,339.398528,0.1,-6,582.2,0,even,ok,2.125,339.019522,-0.019522,,0,339,0,0,0
340.221944,1,C23H32S,100,340.221924,-0.1,0,n.a.,10.5,odd,ok,1.391,339.842049,0.157951,385640,0,340,0,0,0.043
,1,C23H32S,100,340.221924,-0.1,0,n.a.,10.5,odd,ok,1.391,339.842049,0.157951,,0,340,0,0,0.043
,1,C23H32S,100,340.221924,-0.1,0,n.a.,10.5,odd,ok,1.391,339.842049,0.157951,,0,340,0,0,0.043
,1,C23H32S,100,340.221924,-0.1,0,n.a.,10.5,odd,ok,1.391,339.842049,0.157951,,0,340,0,0,0.043
,1,C15H28N6O3,77.2,340.22174,-0.6,-0.2,n.a.,5.5,odd,ok,1.867,339.842049,0.157951,,0.4,340,0.2,0.5,0
,1,C23H32S,100,340.221924,-0.1,0,n.a.,10.5,odd,ok,1.391,339.842049,0.157951,,0,340,0,0,0.043
,1,C23H32S,100,340.221924,-0.1,0,n.a.,10.5,odd,ok,1.391,339.842049,0.157951,,0,340,0,0,0.043
340.27607,1,C24H36O,100,340.276067,0,0,n.a.,7.5,odd,ok,1.5,339.896115,0.103885,441722,0,340,0.042,0,0
,1,C24H36O,100,340.276067,0,0,n.a.,7.5,odd,ok,1.5,339.896115,0.103885,,0,340,0.042,0,0
,1,C24H36O,100,340.276067,0,0,n.a.,7.5,odd,ok,1.5,339.896115,0.103885,,0,340,0.042,0,0
,1,C24H36O,100,340.276067,0,0,n.a.,7.5,odd,ok,1.5,339.896115,0.103885,,0,340,0.042,0,0
,1,C24H36O,100,340.276067,0,0,n.a.,7.5,odd,ok,1.5,339.896115,0.103885,,0,340,0.042,0,0
,1,C24H36O,100,340.276067,0,0,n.a.,7.5,odd,ok,1.5,339.896115,0.103885,,0,340,0.042,0,0
340.312434,1,C25H40,100,340.312453,0.1,2.2,39.7,6.5,odd,ok,1.6,339.932438,0.067562,6171140,0,340,0,0,0
,1,C25H40,100,340.312453,0.1,2.2,39.7,6.5,odd,ok,1.6,339.932438,0.067562,,0,340,0,0,0
,1,C25H40,100,340.312453,0.1,2.2,39.7,6.5,odd,ok,1.6,339.932438,0.067562,,0,340,0,0,0
,1,C25H40,100,340.312453,0.1,2.2,39.7,6.5,odd,ok,1.6,339.932438,0.067562,,0,340,0,0,0
,1,C25H40,100,340.312453,0.1,2.2,39.7,6.5,odd,ok,1.6,339.932438,0.067562,,0,340,0,0,0
,1,C25H40,100,340.312453,0.1,2.2,39.7,6.5,odd,ok,1.6,339.932438,0.067562,,0,340,0,0,0
340.31576,1,C22H44S,100,340.315824,0.2,-2,511.6,3.5,odd,ok,2,339.93576,0.06424,1842912,0,340,0,0,0.045
,1,C22H44S,100,340.315824,0.2,-2,511.6,3.5,odd,ok,2,339.93576,0.06424,,0,340,0,0,0.045
,1,C22H44S,100,340.315824,0.2,-2,511.6,3.5,odd,ok,2,339.93576,0.06424,,0,340,0,0,0.045
,1,C22H44S,100,340.315824,0.2,-2,511.6,3.5,odd,ok,2,339.93576,0.06424,,0,340,0,0,0.045
,1,C22H44S,100,340.315824,0.2,-2,511.6,3.5,odd,ok,2,339.93576,0.06424,,0,340,0,0,0.045
,1,C22H44S,100,340.315824,0.2,-2,511.6,3.5,odd,ok,2,339.93576,0.06424,,0,340,0,0,0.045
340.333544,1,C22H44O2,100,340.333582,0.1,0.1,n.a.,1.5,odd,ok,2,339.953524,0.046476,361775,0,340,0.091,0,0
,1,C22H44O2,100,340.333582,0.1,0.1,n.a.,1.5,odd,ok,2,339.953524,0.046476,,0,340,0.091,0,0
,1,C22H44O2,100,340.333582,0.1,0.1,n.a.,1.5,odd,ok,2,339.953524,0.046476,,0,340,0.091,0,0
,1,C22H44O2,100,340.333582,0.1,0.1,n.a.,1.5,odd,ok,2,339.953524,0.046476,,0,340,0.091,0,0
,1,C22H44O2,100,340.333582,0.1,0.1,n.a.,1.5,odd,ok,2,339.953524,0.046476,,0,340,0.091,0,0
,1,C22H44O2,100,340.333582,0.1,0.1,n.a.,1.5,odd,ok,2,339.953524,0.046476,,0,340,0.091,0,0
340.369808,1,C23H48O,100,340.369968,0.5,2.5,437,0.5,odd,ok,2.087,339.989748,0.010252,473975,0,340,0.043,0,0
,1,C23H48O,100,340.369968,0.5,2.5,437,0.5,odd,ok,2.087,339.989748,0.010252,,0,340,0.043,0,0
,1,C23H48O,100,340.369968,0.5,2.5,437,0.5,odd,ok,2.087,339.989748,0.010252,,0,340,0.043,0,0
,1,C23H48O,100,340.369968,0.5,2.5,437,0.5,odd,ok,2.087,339.989748,0.010252,,0,340,0.043,0,0
,1,C23H48O,100,340.369968,0.5,2.5,437,0.5,odd,ok,2.087,339.989748,0.010252,,0,340,0.043,0,0
,1,C23H48O,100,340.369968,0.5,2.5,437,0.5,odd,ok,2.087,339.989748,0.010252,,0,340,0.043,0,0
340.393755,1,C23H50N,100,340.393777,0.1,0,n.a.,0,even,ok,2.174,340.013668,-0.013668,1133758,0.043,340,0,0,0
,1,C23H50N,100,340.393777,0.1,0,n.a.,0,even,ok,2.174,340.013668,-0.013668,,0.043,340,0,0,0
,1,C23H50N,100,340.393777,0.1,0,n.a.,0,even,ok,2.174,340.013668,-0.013668,,0.043,340,0,0,0
,1,C23H50N,100,340.393777,0.1,0,n.a.,0,even,ok,2.174,340.013668,-0.013668,,0.043,340,0,0,0
,1,C23H50N,100,340.393777,0.1,0,n.a.,0,even,ok,2.174,340.013668,-0.013668,,0.043,340,0,0,0
,1,C23H50N,100,340.393777,0.1,0,n.a.,0,even,ok,2.174,340.013668,-0.013668,,0.043,340,0,0,0
,1,C23H50N,100,340.393777,0.1,0,n.a.,0,even,ok,2.174,340.013668,-0.013668,,0.043,340,0,0,0
341.307786,1,C24H39N,100,341.307702,-0.2,-0.8,256.1,6.5,odd,ok,1.625,340.926679,0.073321,1225090,0.042,341,0,0,0
,1,C24H39N,100,341.307702,-0.2,-0.8,256.1,6.5,odd,ok,1.625,340.926679,0.073321,,0.042,341,0,0,0
,1,C24H39N,100,341.307702,-0.2,-0.8,256.1,6.5,odd,ok,1.625,340.926679,0.073321,,0.042,341,0,0,0
,1,C24H39N,100,341.307702,-0.2,-0.8,256.1,6.5,odd,ok,1.625,340.926679,0.073321,,0.042,341,0,0,0
,1,C24H39N,100,341.307702,-0.2,-0.8,256.1,6.5,odd,ok,1.625,340.926679,0.073321,,0.042,341,0,0,0
