Meas. m/z,#,Ion Formula,Score,m/z,err [ppm],Mean err [ppm],mSigma,rdb,e¯ Conf,N-Rule,H/C,KM [CH2],KMD [CH2],I,N/C,NKM [CH2],O/C,O/N,S/C
,1,C19H27,100,255.210727,0.3,-6.8,730.4,7,even,ok,1.421,254.925678,0.074322,,0,255,0,0,0
,1,C19H27,100,255.210727,0.3,-6.8,730.4,7,even,ok,1.421,254.925678,0.074322,,0,255,0,0,0
,1,C19H27,100,255.210727,0.3,-6.8,730.4,7,even,ok,1.421,254.925678,0.074322,,0,255,0,0,0
,1,C19H27,100,255.210727,0.3,-6.8,730.4,7,even,ok,1.421,254.925678,0.074322,,0,255,0,0,0
255.268192,1,C17H35O,100,255.268242,0.2,-4.2,518.7,1,even,ok,2.059,254.983157,0.016843,1242618,0,255,0.059,0,0
,1,C17H35O,100,255.268242,0.2,-4.2,518.7,1,even,ok,2.059,254.983157,0.016843,,0,255,0.059,0,0
,1,C17H35O,100,255.268242,0.2,-4.2,518.7,1,even,ok,2.059,254.983157,0.016843,,0,255,0.059,0,0
,1,C17H35O,100,255.268242,0.2,-4.2,518.7,1,even,ok,2.059,254.983157,0.016843,,0,255,0.059,0,0
,1,C17H35O,100,255.268242,0.2,-4.2,518.7,1,even,ok,2.059,254.983157,0.016843,,0,255,0.059,0,0
,1,C17H35O,100,255.268242,0.2,-4.2,518.7,1,even,ok,2.059,254.983157,0.016843,,0,255,0.059,0,0
255.304588,1,C18H39,100,255.304628,0.2,-3.5,265.5,0,even,ok,2.167,255.019513,-0.019513,4860061,0,255,0,0,0
,1,C18H39,100,255.304628,0.2,-3.5,265.5,0,even,ok,2.167,255.019513,-0.019513,,0,255,0,0,0
,1,C18H39,100,255.304628,0.2,-3.5,265.5,0,even,ok,2.167,255.019513,-0.019513,,0,255,0,0,0
,1,C18H39,100,255.304628,0.2,-3.5,265.5,0,even,ok,2.167,255.019513,-0.019513,,0,255,0,0,0
,1,C18H39,100,255.304628,0.2,-3.5,265.5,0,even,ok,2.167,255.019513,-0.019513,,0,255,0,0,0
,1,C18H39,100,255.304628,0.2,-3.5,265.5,0,even,ok,2.167,255.019513,-0.019513,,0,255,0,0,0
,1,C18H39,100,255.304628,0.2,-3.5,265.5,0,even,ok,2.167,255.019513,-0.019513,,0,255,0,0,0
256.218542,1,C19H28,100,256.218552,0,3,16.8,6.5,odd,ok,1.474,255.932446,0.067554,12045103,0,256,0,0,0
,1,C19H28,100,256.218552,0,3,16.8,6.5,odd,ok,1.474,255.932446,0.067554,,0,256,0,0,0
,1,C19H28,100,256.218552,0,3,16.8,6.5,odd,ok,1.474,255.932446,0.067554,,0,256,0,0,0
,1,C19H28,100,256.218552,0,3,16.8,6.5,odd,ok,1.474,255.932446,0.067554,,0,256,0,0,0
,1,C19H28,100,256.218552,0,3,16.8,6.5,odd,ok,1.474,255.932446,0.067554,,0,256,0,0,0
,1,C19H28,100,256.218552,0,3,16.8,6.5,odd,ok,1.474,255.932446,0.067554,,0,256,0,0,0
256.221897,1,C16H32S,100,256.221924,0.1,-4.5,453.9,3.5,odd,ok,2,255.935797,0.064203,2684957,0,256,0,0,0.063
,1,C16H32S,100,256.221924,0.1,-4.5,453.9,3.5,odd,ok,2,255.935797,0.064203,,0,256,0,0,0.063
,1,C16H32S,100,256.221924,0.1,-4.5,453.9,3.5,odd,ok,2,255.935797,0.064203,,0,256,0,0,0.063
,1,C16H32S,100,256.221924,0.1,-4.5,453.9,3.5,odd,ok,2,255.935797,0.064203,,0,256,0,0,0.063
,1,C16H32S,100,256.221924,0.1,-4.5,453.9,3.5,odd,ok,2,255.935797,0.064203,,0,256,0,0,0.063
,1,C16H32S,100,256.221924,0.1,-4.5,453.9,3.5,odd,ok,2,255.935797,0.064203,,0,256,0,0,0.063
256.263496,1,C16H34NO,100,256.263491,0,0,n.a.,1,even,ok,2.125,255.97735,0.02265,430288,0.063,256,0.063,1,0
,1,C16H34NO,100,256.263491,0,0,n.a.,1,even,ok,2.125,255.97735,0.02265,,0.063,256,0.063,1,0
,1,C16H34NO,100,256.263491,0,0,n.a.,1,even,ok,2.125,255.97735,0.02265,,0.063,256,0.063,1,0
,1,C16H34NO,100,256.263491,0,0,n.a.,1,even,ok,2.125,255.97735,0.02265,,0.063,256,0.063,1,0
,1,C16H34NO,100,256.263491,0,0,n.a.,1,even,ok,2.125,255.97735,0.02265,,0.063,256,0.063,1,0
,1,C16H34NO,100,256.263491,0,0,n.a.,1,even,ok,2.125,255.97735,0.02265,,0.063,256,0.063,1,0
,1,C16H34NO,100,256.263491,0,0,n.a.,1,even,ok,2.125,255.97735,0.02265,,0.063,256,0.063,1,0
256.276062,1,C17H36O,100,256.276067,0,-4.2,186.8,0.5,odd,ok,2.118,255.989902,0.010098,1989235,0,256,0.059,0,0
,1,C17H36O,100,256.276067,0,-4.2,186.8,0.5,odd,ok,2.118,255.989902,0.010098,,0,256,0.059,0,0
,1,C17H36O,100,256.276067,0,-4.2,186.8,0.5,odd,ok,2.118,255.989902,0.010098,,0,256,0.059,0,0
,1,C17H36O,100,256.276067,0,-4.2,186.8,0.5,odd,ok,2.118,255.989902,0.010098,,0,256,0.059,0,0
,1,C17H36O,100,256.276067,0,-4.2,186.8,0.5,odd,ok,2.118,255.989902,0.010098,,0,256,0.059,0,0
,1,C17H36O,100,256.276067,0,-4.2,186.8,0.5,odd,ok,2.118,255.989902,0.010098,,0,256,0.059,0,0
256.299897,1,C17H38N,100,256.299877,-0.1,0,n.a.,0,even,ok,2.235,256.013711,-0.013711,1906658,0.059,256,0,0,0
,1,C17H38N,100,256.299877,-0.1,0,n.a.,0,even,ok,2.235,256.013711,-0.013711,,0.059,256,0,0,0
,1,C17H38N,100,256.299877,-0.1,0,n.a.,0,even,ok,2.235,256.013711,-0.013711,,0.059,256,0,0,0
,1,C17H38N,100,256.299877,-0.1,0,n.a.,0,even,ok,2.235,256.013711,-0.013711,,0.059,256,0,0,0
,1,C17H38N,100,256.299877,-0.1,0,n.a.,0,even,ok,2.235,256.013711,-0.013711,,0.059,256,0,0,0
,1,C17H38N,100,256.299877,-0.1,0,n.a.,0,even,ok,2.235,256.013711,-0.013711,,0.059,256,0,0,0
,1,C17H38N,100,256.299877,-0.1,0,n.a.,0,even,ok,2.235,256.013711,-0.013711,,0.059,256,0,0,0
257.226347,1,C19H29,100,257.226377,0.1,-0.4,754,6,even,ok,1.526,256.939126,0.060874,826437,0,257,0,0,0
,1,C19H29,100,257.226377,0.1,-0.4,754,6,even,ok,1.526,256.939126,0.060874,,0,257,0,0,0
,1,C19H29,100,257.226377,0.1,-0.4,754,6,even,ok,1.526,256.939126,0.060874,,0,257,0,0,0
,1,C19H29,100,257.226377,0.1,-0.4,754,6,even,ok,1.526,256.939126,0.060874,,0,257,0,0,0
,1,C19H29,100,257.226377,0.1,-0.4,754,6,even,ok,1.526,256.939126,0.060874,,0,257,0,0,0
,1,C19H29,100,257.226377,0.1,-0.4,754,6,even,ok,1.526,256.939126,0.060874,,0,257,0,0,0
257.247544,1,C16H33O2,100,257.247507,-0.1,-0.1,n.a.,1,even,ok,2.063,256.960299,0.039701,609238,0,257,0.125,0,0
,1,C16H33O2,100,257.247507,-0.1,-0.1,n.a.,1,even,ok,2.063,256.960299,0.039701,,0,257,0.125,0,0
,1,C16H33O2,100,257.247507,-0.1,-0.1,n.a.,1,even,ok,2.063,256.960299,0.039701,,0,257,0.125,0,0
,1,C16H33O2,100,257.247507,-0.1,-0.1,n.a.,1,even,ok,2.063,256.960299,0.039701,,0,257,0.125,0,0
,1,C16H33O2,100,257.247507,-0.1,-0.1,n.a.,1,even,ok,2.063,256.960299,0.039701,,0,257,0.125,0,0
,1,C16H33O2,100,257.247507,-0.1,-0.1,n.a.,1,even,ok,2.063,256.960299,0.039701,,0,257,0.125,0,0
,1,C16H33O2,100,257.247507,-0.1,-0.1,n.a.,1,even,ok,2.063,256.960299,0.039701,,0,257,0.125,0,0
257.28384,1,C17H37O,100,257.283892,0.2,-7.6,567,0,even,ok,2.176,256.996555,0.003445,1008757,0,257,0.059,0,0
,1,C17H37O,100,257.283892,0.2,-7.6,567,0,even,ok,2.176,256.996555,0.003445,,0,257,0.059,0,0
,1,C17H37O,100,257.283892,0.2,-7.6,567,0,even,ok,2.176,256.996555,0.003445,,0,257,0.059,0,0
,1,C17H37O,100,257.283892,0.2,-7.6,567,0,even,ok,2.176,256.996555,0.003445,,0,257,0.059,0,0
,1,C17H37O,100,257.283892,0.2,-7.6,567,0,even,ok,2.176,256.996555,0.003445,,0,257,0.059,0,0
,1,C17H37O,100,257.283892,0.2,-7.6,567,0,even,ok,2.176,256.996555,0.003445,,0,257,0.059,0,0
258.221528,1,C18H28N,100,258.221626,0.4,-7.6,718.5,6,even,ok,1.556,257.933196,0.066804,486777,0.056,258,0,0,0
,1,C18H28N,100,258.221626,0.4,-7.6,718.5,6,even,ok,1.556,257.933196,0.066804,,0.056,258,0,0,0
,1,C18H28N,100,258.221626,0.4,-7.6,718.5,6,even,ok,1.556,257.933196,0.066804,,0.056,258,0,0,0
,1,C18H28N,100,258.221626,0.4,-7.6,718.5,6,even,ok,1.556,257.933196,0.066804,,0.056,258,0,0,0
,1,C18H28N,100,258.221626,0.4,-7.6,718.5,6,even,ok,1.556,257.933196,0.066804,,0.056,258,0,0,0
,1,C18H28N,100,258.221626,0.4,-7.6,718.5,6,even,ok,1.556,257.933196,0.066804,,0.056,258,0,0,0
,1,C18H28N,100,258.221626,0.4,-7.6,718.5,6,even,ok,1.556,257.933196,0.066804,,0.056,258,0,0,0
258.234189,1,C19H30,100,258.234202,0.1,0.1,11,5.5,odd,ok,1.579,257.945843,0.054157,26065314,0,258,0,0,0
,1,C19H30,100,258.234202,0.1,0.1,11,5.5,odd,ok,1.579,257.945843,0.054157,,0,258,0,0,0
,1,C19H30,100,258.234202,0.1,0.1,11,5.5,odd,ok,1.579,257.945843,0.054157,,0,258,0,0,0
,1,C19H30,100,258.234202,0.1,0.1,11,5.5,odd,ok,1.579,257.945843,0.054157,,0,258,0,0,0
,1,C19H30,100,258.234202,0.1,0.1,11,5.5,odd,ok,1.579,257.945843,0.054157,,0,258,0,0,0
,1,C19H30,100,258.234202,0.1,0.1,11,5.5,odd,ok,1.579,257.945843,0.054157,,0,258,0,0,0
258.237571,1,C16H34S,100,258.237574,0,1.7,421.2,2.5,odd,ok,2.125,257.949221,0.050779,4905666,0,258,0,0,0.063
,1,C16H34S,100,258.237574,0,1.7,421.2,2.5,odd,ok,2.125,257.949221,0.050779,,0,258,0,0,0.063
,1,C16H34S,100,258.237574,0,1.7,421.2,2.5,odd,ok,2.125,257.949221,0.050779,,0,258,0,0,0.063
,1,C16H34S,100,258.237574,0,1.7,421.2,2.5,odd,ok,2.125,257.949221,0.050779,,0,258,0,0,0.063
,1,C16H34S,100,258.237574,0,1.7,421.2,2.5,odd,ok,2.125,257.949221,0.050779,,0,258,0,0,0.063
,1,C16H34S,100,258.237574,0,1.7,421.2,2.5,odd,ok,2.125,257.949221,0.050779,,0,258,0,0,0.063
259.229485,1,C18H29N,100,259.229451,-0.1,-0.1,34.8,5.5,odd,ok,1.611,258.940027,0.059973,6032306,0.056,259,0,0,0
,1,C18H29N,100,259.229451,-0.1,-0.1,34.8,5.5,odd,ok,1.611,258.940027,0.059973,,0.056,259,0,0,0
,1,C18H29N,100,259.229451,-0.1,-0.1,34.8,5.5,odd,ok,1.611,258.940027,0.059973,,0.056,259,0,0,0
,1,C18H29N,100,259.229451,-0.1,-0.1,34.8,5.5,odd,ok,1.611,258.940027,0.059973,,0.056,259,0,0,0
,1,C18H29N,100,259.229451,-0.1,-0.1,34.8,5.5,odd,ok,1.611,258.940027,0.059973,,0.056,259,0,0,0
,1,C18H29N,100,259.229451,-0.1,-0.1,34.8,5.5,odd,ok,1.611,258.940027,0.059973,,0.056,259,0,0,0
,1,C18H29N,100,259.229451,-0.1,-0.1,34.8,5.5,odd,ok,1.611,258.940027,0.059973,,0.056,259,0,0,0
259.24196,1,C19H31,100,259.242027,0.3,-0.3,449.1,5,even,ok,1.632,258.952489,0.047511,1591497,0,259,0,0,0
,1,C19H31,100,259.242027,0.3,-0.3,449.1,5,even,ok,1.632,258.952489,0.047511,,0,259,0,0,0
,1,C19H31,100,259.242027,0.3,-0.3,449.1,5,even,ok,1.632,258.952489,0.047511,,0,259,0,0,0
,1,C19H31,100,259.242027,0.3,-0.3,449.1,5,even,ok,1.632,258.952489,0.047511,,0,259,0,0,0
,1,C19H31,100,259.242027,0.3,-0.3,449.1,5,even,ok,1.632,258.952489,0.047511,,0,259,0,0,0
,1,C19H31,100,259.242027,0.3,-0.3,449.1,5,even,ok,1.632,258.952489,0.047511,,0,259,0,0,0
259.263114,1,C16H35O2,100,259.263157,0.2,0.1,n.a.,0,even,ok,2.188,258.973618,0.026382,391687,0,259,0.125,0,0
,1,C16H35O2,100,259.263157,0.2,0.1,n.a.,0,even,ok,2.188,258.973618,0.026382,,0,259,0.125,0,0
,1,C16H35O2,100,259.263157,0.2,0.1,n.a.,0,even,ok,2.188,258.973618,0.026382,,0,259,0.125,0,0
,1,C16H35O2,100,259.263157,0.2,0.1,n.a.,0,even,ok,2.188,258.973618,0.026382,,0,259,0.125,0,0
,1,C16H35O2,100,259.263157,0.2,0.1,n.a.,0,even,ok,2.188,258.973618,0.026382,,0,259,0.125,0,0
,1,C16H35O2,100,259.263157,0.2,0.1,n.a.,0,even,ok,2.188,258.973618,0.026382,,0,259,0.125,0,0
,1,C16H35O2,100,259.263157,0.2,0.1,n.a.,0,even,ok,2.188,258.973618,0.026382,,0,259,0.125,0,0
260.213436,1,C18H28O,100,260.213467,0.1,0.1,37.8,5.5,odd,ok,1.556,259.92288,0.07712,3308207,0,260,0.056,0,0
,1,C18H28O,100,260.213467,0.1,0.1,37.8,5.5,odd,ok,1.556,259.92288,0.07712,,0,260,0.056,0,0
,1,C18H28O,100,260.213467,0.1,0.1,37.8,5.5,odd,ok,1.556,259.92288,0.07712,,0,260,0.056,0,0
,1,C18H28O,100,260.213467,0.1,0.1,37.8,5.5,odd,ok,1.556,259.92288,0.07712,,0,260,0.056,0,0
,1,C18H28O,100,260.213467,0.1,0.1,37.8,5.5,odd,ok,1.556,259.92288,0.07712,,0,260,0.056,0,0
,1,C18H28O,100,260.213467,0.1,0.1,37.8,5.5,odd,ok,1.556,259.92288,0.07712,,0,260,0.056,0,0
260.237246,1,C18H30N,100,260.237276,0.1,-1.7,96.6,5,even,ok,1.667,259.946662,0.053338,1013586,0.056,260,0,0,0
,1,C18H30N,100,260.237276,0.1,-1.7,96.6,5,even,ok,1.667,259.946662,0.053338,,0.056,260,0,0,0
,1,C18H30N,100,260.237276,0.1,-1.7,96.6,5,even,ok,1.667,259.946662,0.053338,,0.056,260,0,0,0
,1,C18H30N,100,260.237276,0.1,-1.7,96.6,5,even,ok,1.667,259.946662,0.053338,,0.056,260,0,0,0
,1,C18H30N,100,260.237276,0.1,-1.7,96.6,5,even,ok,1.667,259.946662,0.053338,,0.056,260,0,0,0
,1,C18H30N,100,260.237276,0.1,-1.7,96.6,5,even,ok,1.667,259.946662,0.053338,,0.056,260,0,0,0
,1,C18H30N,100,260.237276,0.1,-1.7,96.6,5,even,ok,1.667,259.946662,0.053338,,0.056,260,0,0,0
260.249824,1,C19H32,100,260.249852,0.1,0,2.9,4.5,odd,ok,1.684,259.959226,0.040774,23705144,0,260,0,0,0
,1,C19H32,100,260.249852,0.1,0,2.9,4.5,odd,ok,1.684,259.959226,0.040774,,0,260,0,0,0
,1,C19H32,100,260.249852,0.1,0,2.9,4.5,odd,ok,1.684,259.959226,0.040774,,0,260,0,0,0
,1,C19H32,100,260.249852,0.1,0,2.9,4.5,odd,ok,1.684,259.959226,0.040774,,0,260,0,0,0
,1,C19H32,100,260.249852,0.1,0,2.9,4.5,odd,ok,1.684,259.959226,0.040774,,0,260,0,0,0
,1,C19H32,100,260.249852,0.1,0,2.9,4.5,odd,ok,1.684,259.959226,0.040774,,0,260,0,0,0
260.253203,1,C16H36S,100,260.253224,0.1,-0.6,272.5,1.5,odd,ok,2.25,259.962602,0.037398,7196223,0,260,0,0,0.063
,1,C16H36S,100,260.253224,0.1,-0.6,272.5,1.5,odd,ok,2.25,259.962602,0.037398,,0,260,0,0,0.063
,1,C16H36S,100,260.253224,0.1,-0.6,272.5,1.5,odd,ok,2.25,259.962602,0.037398,,0,260,0,0,0.063
,1,C16H36S,100,260.253224,0.1,-0.6,272.5,1.5,odd,ok,2.25,259.962602,0.037398,,0,260,0,0,0.063
,1,C16H36S,100,260.253224,0.1,-0.6,272.5,1.5,odd,ok,2.25,259.962602,0.037398,,0,260,0,0,0.063
,1,C16H36S,100,260.253224,0.1,-0.6,272.5,1.5,odd,ok,2.25,259.962602,0.037398,,0,260,0,0,0.063
261.221261,1,C18H29O,100,261.221292,0.1,-4.2,484.4,5,even,ok,1.611,260.929579,0.070421,580712,0,261,0.056,0,0
,1,C18H29O,100,261.221292,0.1,-4.2,484.4,5,even,ok,1.611,260.929579,0.070421,,0,261,0.056,0,0
,1,C18H29O,100,261.221292,0.1,-4.2,484.4,5,even,ok,1.611,260.929579,0.070421,,0,261,0.056,0,0
,1,C18H29O,100,261.221292,0.1,-4.2,484.4,5,even,ok,1.611,260.929579,0.070421,,0,261,0.056,0,0
,1,C18H29O,100,261.221292,0.1,-4.2,484.4,5,even,ok,1.611,260.929579,0.070421,,0,261,0.056,0,0
,1,C18H29O,100,261.221292,0.1,-4.2,484.4,5,even,ok,1.611,260.929579,0.070421,,0,261,0.056,0,0
261.245113,1,C18H31N,100,261.245101,0,-4.2,507.4,4.5,odd,ok,1.722,260.953405,0.046595,740009,0.056,261,0,0,0
,1,C18H31N,100,261.245101,0,-4.2,507.4,4.5,odd,ok,1.722,260.953405,0.046595,,0.056,261,0,0,0
,1,C18H31N,100,261.245101,0,-4.2,507.4,4.5,odd,ok,1.722,260.953405,0.046595,,0.056,261,0,0,0
,1,C18H31N,100,261.245101,0,-4.2,507.4,4.5,odd,ok,1.722,260.953405,0.046595,,0.056,261,0,0,0
,1,C18H31N,100,261.245101,0,-4.2,507.4,4.5,odd,ok,1.722,260.953405,0.046595,,0.056,261,0,0,0
,1,C18H31N,100,261.245101,0,-4.2,507.4,4.5,odd,ok,1.722,260.953405,0.046595,,0.056,261,0,0,0
,1,C18H31N,100,261.245101,0,-4.2,507.4,4.5,odd,ok,1.722,260.953405,0.046595,,0.056,261,0,0,0
261.257625,1,C19H33,100,261.257677,0.2,7.1,711.5,4,even,ok,1.737,260.965902,0.034098,1192278,0,261,0,0,0
,1,C19H33,100,261.257677,0.2,7.1,711.5,4,even,ok,1.737,260.965902,0.034098,,0,261,0,0,0
,1,C19H33,100,261.257677,0.2,7.1,711.5,4,even,ok,1.737,260.965902,0.034098,,0,261,0,0,0
,1,C19H33,100,261.257677,0.2,7.1,711.5,4,even,ok,1.737,260.965902,0.034098,,0,261,0,0,0
,1,C19H33,100,261.257677,0.2,7.1,711.5,4,even,ok,1.737,260.965902,0.034098,,0,261,0,0,0
,1,C19H33,100,261.257677,0.2,7.1,711.5,4,even,ok,1.737,260.965902,0.034098,,0,261,0,0,0
262.174954,1,C17H26S,100,262.174973,0.1,0.1,21,7.5,odd,ok,1.529,261.882207,0.117793,5196634,0,262,0,0,0.059
,1,C17H26S,100,262.174973,0.1,0.1,21,7.5,odd,ok,1.529,261.882207,0.117793,,0,262,0,0,0.059
,1,C17H26S,100,262.174973,0.1,0.1,21,7.5,odd,ok,1.529,261.882207,0.117793,,0,262,0,0,0.059
,1,C17H26S,100,262.174973,0.1,0.1,21,7.5,odd,ok,1.529,261.882207,0.117793,,0,262,0,0,0.059
,1,C17H26S,100,262.174973,0.1,0.1,21,7.5,odd,ok,1.529,261.882207,0.117793,,0,262,0,0,0.059
,1,C17H26S,100,262.174973,0.1,0.1,21,7.5,odd,ok,1.529,261.882207,0.117793,,0,262,0,0,0.059
262.229166,1,C18H30O,100,262.229117,-0.2,-4.3,478.2,4.5,odd,ok,1.667,261.936359,0.063641,758490,0,262,0.056,0,0
,1,C18H30O,100,262.229117,-0.2,-4.3,478.2,4.5,odd,ok,1.667,261.936359,0.063641,,0,262,0.056,0,0
,1,C18H30O,100,262.229117,-0.2,-4.3,478.2,4.5,odd,ok,1.667,261.936359,0.063641,,0,262,0.056,0,0
,1,C18H30O,100,262.229117,-0.2,-4.3,478.2,4.5,odd,ok,1.667,261.936359,0.063641,,0,262,0.056,0,0
,1,C18H30O,100,262.229117,-0.2,-4.3,478.2,4.5,odd,ok,1.667,261.936359,0.063641,,0,262,0.056,0,0
,1,C18H30O,100,262.229117,-0.2,-4.3,478.2,4.5,odd,ok,1.667,261.936359,0.063641,,0,262,0.056,0,0
262.252931,1,C18H32N,100,262.252926,0,-7.7,643.4,4,even,ok,1.778,261.960097,0.039903,1140980,0.056,262,0,0,0
,1,C18H32N,100,262.252926,0,-7.7,643.4,4,even,ok,1.778,261.960097,0.039903,,0.056,262,0,0,0
,1,C18H32N,100,262.252926,0,-7.7,643.4,4,even,ok,1.778,261.960097,0.039903,,0.056,262,0,0,0
,1,C18H32N,100,262.252926,0,-7.7,643.4,4,even,ok,1.778,261.960097,0.039903,,0.056,262,0,0,0
,1,C18H32N,100,262.252926,0,-7.7,643.4,4,even,ok,1.778,261.960097,0.039903,,0.056,262,0,0,0
,1,C18H32N,100,262.252926,0,-7.7,643.4,4,even,ok,1.778,261.960097,0.039903,,0.056,262,0,0,0
,1,C18H32N,100,262.252926,0,-7.7,643.4,4,even,ok,1.778,261.960097,0.039903,,0.056,262,0,0,0
262.265519,1,C19H34,100,262.265503,-0.1,0,3.4,3.5,odd,ok,1.789,261.972671,0.027329,28632374,0,262,0,0,0
,1,C19H34,100,262.265503,-0.1,0,3.4,3.5,odd,ok,1.789,261.972671,0.027329,,0,262,0,0,0
,1,C19H34,100,262.265503,-0.1,0,3.4,3.5,odd,ok,1.789,261.972671,0.027329,,0,262,0,0,0
,1,C19H34,100,262.265503,-0.1,0,3.4,3.5,odd,ok,1.789,261.972671,0.027329,,0,262,0,0,0
,1,C19H34,100,262.265503,-0.1,0,3.4,3.5,odd,ok,1.789,261.972671,0.027329,,0,262,0,0,0
,1,C19H34,100,262.265503,-0.1,0,3.4,3.5,odd,ok,1.789,261.972671,0.027329,,0,262,0,0,0
262.268878,1,C16H38S,100,262.268874,0,-1.1,522.5,0.5,odd,ok,2.375,261.976026,0.023974,1244489,0,262,0,0,0.063
,1,C16H38S,100,262.268874,0,-1.1,522.5,0.5,odd,ok,2.375,261.976026,0.023974,,0,262,0,0,0.063
,1,C16H38S,100,262.268874,0,-1.1,522.5,0.5,odd,ok,2.375,261.976026,0.023974,,0,262,0,0,0.063
,1,C16H38S,100,262.268874,0,-1.1,522.5,0.5,odd,ok,2.375,261.976026,0.023974,,0,262,0,0,0.063
,1,C16H38S,100,262.268874,0,-1.1,522.5,0.5,odd,ok,2.375,261.976026,0.023974,,0,262,0,0,0.063
,1,C16H38S,100,262.268874,0,-1.1,522.5,0.5,odd,ok,2.375,261.976026,0.023974,,0,262,0,0,0.063
263.185278,1,C13H27O5,100,263.1853,0.1,-2.7,577.1,1,even,ok,2.077,262.891403,0.108597,425613,0,263,0.385,0,0
,1,C13H27O5,100,263.1853,0.1,-2.7,577.1,1,even,ok,2.077,262.891403,0.108597,,0,263,0.385,0,0
,1,C13H27O5,100,263.1853,0.1,-2.7,577.1,1,even,ok,2.077,262.891403,0.108597,,0,263,0.385,0,0
,1,C13H27O5,100,263.1853,0.1,-2.7,577.1,1,even,ok,2.077,262.891403,0.108597,,0,263,0.385,0,0
,1,C13H27O5,100,263.1853,0.1,-2.7,577.1,1,even,ok,2.077,262.891403,0.108597,,0,263,0.385,0,0
,1,C13H27O5,100,263.1853,0.1,-2.7,577.1,1,even,ok,2.077,262.891403,0.108597,,0,263,0.385,0,0
263.236926,1,C18H31O,100,263.236942,0.1,-7.6,554.2,4,even,ok,1.722,262.942993,0.057007,939258,0,263,0.056,0,0
,1,C18H31O,100,263.236942,0.1,-7.6,554.2,4,even,ok,1.722,262.942993,0.057007,,0,263,0.056,0,0
,1,C18H31O,100,263.236942,0.1,-7.6,554.2,4,even,ok,1.722,262.942993,0.057007,,0,263,0.056,0,0
,1,C18H31O,100,263.236942,0.1,-7.6,554.2,4,even,ok,1.722,262.942993,0.057007,,0,263,0.056,0,0
,1,C18H31O,100,263.236942,0.1,-7.6,554.2,4,even,ok,1.722,262.942993,0.057007,,0,263,0.056,0,0
,1,C18H31O,100,263.236942,0.1,-7.6,554.2,4,even,ok,1.722,262.942993,0.057007,,0,263,0.056,0,0
263.260755,1,C18H33N,100,263.260751,0,0,10.4,3.5,odd,ok,1.833,262.966795,0.033205,4551589,0.056,263,0,0,0
,1,C18H33N,100,263.260751,0,0,10.4,3.5,odd,ok,1.833,262.966795,0.033205,,0.056,263,0,0,0
,1,C18H33N,100,263.260751,0,0,10.4,3.5,odd,ok,1.833,262.966795,0.033205,,0.056,263,0,0,0
,1,C18H33N,100,263.260751,0,0,10.4,3.5,odd,ok,1.833,262.966795,0.033205,,0.056,263,0,0,0
,1,C18H33N,100,263.260751,0,0,10.4,3.5,odd,ok,1.833,262.966795,0.033205,,0.056,263,0,0,0
,1,C18H33N,100,263.260751,0,0,10.4,3.5,odd,ok,1.833,262.966795,0.033205,,0.056,263,0,0,0
,1,C18H33N,100,263.260751,0,0,10.4,3.5,odd,ok,1.833,262.966795,0.033205,,0.056,263,0,0,0
263.273326,1,C19H35,100,263.273328,0,2.9,662.5,3,even,ok,1.842,262.979353,0.020647,1879673,0,263,0,0,0
,1,C19H35,100,263.273328,0,2.9,662.5,3,even,ok,1.842,262.979353,0.020647,,0,263,0,0,0
,1,C19H35,100,263.273328,0,2.9,662.5,3,even,ok,1.842,262.979353,0.020647,,0,263,0,0,0
,1,C19H35,100,263.273328,0,2.9,662.5,3,even,ok,1.842,262.979353,0.020647,,0,263,0,0,0
,1,C19H35,100,263.273328,0,2.9,662.5,3,even,ok,1.842,262.979353,0.020647,,0,263,0,0,0
,1,C19H35,100,263.273328,0,2.9,662.5,3,even,ok,1.842,262.979353,0.020647,,0,263,0,0,0
263.27668,1,C16H39S,100,263.276699,0.1,-4.6,585.4,0,even,ok,2.438,262.982702,0.017298,470591,0,263,0,0,0.063
,1,C16H39S,100,263.276699,0.1,-4.6,585.4,0,even,ok,2.438,262.982702,0.017298,,0,263,0,0,0.063
,1,C16H39S,100,263.276699,0.1,-4.6,585.4,0,even,ok,2.438,262.982702,0.017298,,0,263,0,0,0.063
,1,C16H39S,100,263.276699,0.1,-4.6,585.4,0,even,ok,2.438,262.982702,0.017298,,0,263,0,0,0.063
,1,C16H39S,100,263.276699,0.1,-4.6,585.4,0,even,ok,2.438,262.982702,0.017298,,0,263,0,0,0.063
,1,C16H39S,100,263.276699,0.1,-4.6,585.4,0,even,ok,2.438,262.982702,0.017298,,0,263,0,0,0.063
264.190619,1,C17H28S,100,264.190623,0,0,76.5,6.5,odd,ok,1.647,263.895621,0.104379,1354903,0,264,0,0,0.059
,1,C17H28S,100,264.190623,0,0,76.5,6.5,odd,ok,1.647,263.895621,0.104379,,0,264,0,0,0.059
,1,C17H28S,100,264.190623,0,0,76.5,6.5,odd,ok,1.647,263.895621,0.104379,,0,264,0,0,0.059
,1,C17H28S,100,264.190623,0,0,76.5,6.5,odd,ok,1.647,263.895621,0.104379,,0,264,0,0,0.059
,1,C17H28S,100,264.190623,0,0,76.5,6.5,odd,ok,1.647,263.895621,0.104379,,0,264,0,0,0.059
