Meas. m/z,#,Ion Formula,Score,m/z,err [ppm],Mean err [ppm],mSigma,rdb,e¯ Conf,N-Rule,KM [CH2],KMD [CH2],NKM [CH2],I,H/C,N/C,O/C,O/N,S/C,rdb
340.29993,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,531678,1.583,0.042,0,0,0,7
,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,,1.583,0.042,0,0,0,7
,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,,1.583,0.042,0,0,0,7
,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,,1.583,0.042,0,0,0,7
,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,,1.583,0.042,0,0,0,7
,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,,1.583,0.042,0,0,0,7
,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,,1.583,0.042,0,0,0,7
,1,C24H38N,100,340.299877,-0.2,-0.8,585.7,7,even,ok,339.919949,0.080051,340,,1.583,0.042,0,0,0,7
340.312445,1,C25H40,100,340.312453,0,2.2,46.7,6.5,odd,ok,339.932449,0.067551,340,5150712,1.6,0,0,0,0,6.5
,1,C25H40,100,340.312453,0,2.2,46.7,6.5,odd,ok,339.932449,0.067551,340,,1.6,0,0,0,0,6.5
,1,C25H40,100,340.312453,0,2.2,46.7,6.5,odd,ok,339.932449,0.067551,340,,1.6,0,0,0,0,6.5
,1,C25H40,100,340.312453,0,2.2,46.7,6.5,odd,ok,339.932449,0.067551,340,,1.6,0,0,0,0,6.5
,1,C25H40,100,340.312453,0,2.2,46.7,6.5,odd,ok,339.932449,0.067551,340,,1.6,0,0,0,0,6.5
,1,C25H40,100,340.312453,0,2.2,46.7,6.5,odd,ok,339.932449,0.067551,340,,1.6,0,0,0,0,6.5
340.315807,1,C22H44S,100,340.315824,0,-3.8,528.3,3.5,odd,ok,339.935807,0.064193,340,1127335,2,0,0,0,0.045,3.5
,1,C22H44S,100,340.315824,0,-3.8,528.3,3.5,odd,ok,339.935807,0.064193,340,,2,0,0,0,0.045,3.5
,1,C22H44S,100,340.315824,0,-3.8,528.3,3.5,odd,ok,339.935807,0.064193,340,,2,0,0,0,0.045,3.5
,1,C22H44S,100,340.315824,0,-3.8,528.3,3.5,odd,ok,339.935807,0.064193,340,,2,0,0,0,0.045,3.5
,1,C22H44S,100,340.315824,0,-3.8,528.3,3.5,odd,ok,339.935807,0.064193,340,,2,0,0,0,0.045,3.5
,1,C22H44S,100,340.315824,0,-3.8,528.3,3.5,odd,ok,339.935807,0.064193,340,,2,0,0,0,0.045,3.5
340.369994,1,C23H48O,100,340.369968,-0.1,0,n.a.,0.5,odd,ok,339.989933,0.010067,340,557700,2.087,0,0.043,0,0,0.5
,1,C23H48O,100,340.369968,-0.1,0,n.a.,0.5,odd,ok,339.989933,0.010067,340,,2.087,0,0.043,0,0,0.5
,1,C23H48O,100,340.369968,-0.1,0,n.a.,0.5,odd,ok,339.989933,0.010067,340,,2.087,0,0.043,0,0,0.5
,1,C23H48O,100,340.369968,-0.1,0,n.a.,0.5,odd,ok,339.989933,0.010067,340,,2.087,0,0.043,0,0,0.5
,1,C23H48O,100,340.369968,-0.1,0,n.a.,0.5,odd,ok,339.989933,0.010067,340,,2.087,0,0.043,0,0,0.5
,1,C23H48O,100,340.369968,-0.1,0,n.a.,0.5,odd,ok,339.989933,0.010067,340,,2.087,0,0.043,0,0,0.5
340.393783,1,C23H50N,100,340.393777,0,0,n.a.,0,even,ok,340.013696,-0.013696,340,605767,2.174,0.043,0,0,0,0
,1,C23H50N,100,340.393777,0,0,n.a.,0,even,ok,340.013696,-0.013696,340,,2.174,0.043,0,0,0,0
,1,C23H50N,100,340.393777,0,0,n.a.,0,even,ok,340.013696,-0.013696,340,,2.174,0.043,0,0,0,0
,1,C23H50N,100,340.393777,0,0,n.a.,0,even,ok,340.013696,-0.013696,340,,2.174,0.043,0,0,0,0
,1,C23H50N,100,340.393777,0,0,n.a.,0,even,ok,340.013696,-0.013696,340,,2.174,0.043,0,0,0,0
,1,C23H50N,100,340.393777,0,0,n.a.,0,even,ok,340.013696,-0.013696,340,,2.174,0.043,0,0,0,0
,1,C23H50N,100,340.393777,0,0,n.a.,0,even,ok,340.013696,-0.013696,340,,2.174,0.043,0,0,0,0
341.307708,1,C24H39N,100,341.307702,0,-0.8,264.1,6.5,odd,ok,340.9266,0.0734,341,1205253,1.625,0.042,0,0,0,6.5
,1,C24H39N,100,341.307702,0,-0.8,264.1,6.5,odd,ok,340.9266,0.0734,341,,1.625,0.042,0,0,0,6.5
,1,C24H39N,100,341.307702,0,-0.8,264.1,6.5,odd,ok,340.9266,0.0734,341,,1.625,0.042,0,0,0,6.5
,1,C24H39N,100,341.307702,0,-0.8,264.1,6.5,odd,ok,340.9266,0.0734,341,,1.625,0.042,0,0,0,6.5
,1,C24H39N,100,341.307702,0,-0.8,264.1,6.5,odd,ok,340.9266,0.0734,341,,1.625,0.042,0,0,0,6.5
,1,C24H39N,100,341.307702,0,-0.8,264.1,6.5,odd,ok,340.9266,0.0734,341,,1.625,0.042,0,0,0,6.5
,1,C24H39N,100,341.307702,0,-0.8,264.1,6.5,odd,ok,340.9266,0.0734,341,,1.625,0.042,0,0,0,6.5
342.237488,1,C23H34S,100,342.237574,0.2,-2,426.8,9.5,odd,ok,341.855343,0.144657,342,493773,1.478,0,0,0,0.043,9.5
,1,C23H34S,100,342.237574,0.2,-2,426.8,9.5,odd,ok,341.855343,0.144657,342,,1.478,0,0,0,0.043,9.5
,1,C23H34S,100,342.237574,0.2,-2,426.8,9.5,odd,ok,341.855343,0.144657,342,,1.478,0,0,0,0.043,9.5
,1,C23H34S,100,342.237574,0.2,-2,426.8,9.5,odd,ok,341.855343,0.144657,342,,1.478,0,0,0,0.043,9.5
,1,C23H34S,100,342.237574,0.2,-2,426.8,9.5,odd,ok,341.855343,0.144657,342,,1.478,0,0,0,0.043,9.5
,1,C23H34S,100,342.237574,0.2,-2,426.8,9.5,odd,ok,341.855343,0.144657,342,,1.478,0,0,0,0.043,9.5
,1,C15H30N6O3,0.06,342.23739,-0.3,-2.5,466.9,4.5,odd,ok,341.855343,0.144657,342,,2,0.4,0.2,0.5,0,4.5
342.291688,1,C24H38O,100,342.291717,0.1,0,n.a.,6.5,odd,ok,341.909482,0.090518,342,495644,1.583,0,0.042,0,0,6.5
,1,C24H38O,100,342.291717,0.1,0,n.a.,6.5,odd,ok,341.909482,0.090518,342,,1.583,0,0.042,0,0,6.5
,1,C24H38O,100,342.291717,0.1,0,n.a.,6.5,odd,ok,341.909482,0.090518,342,,1.583,0,0.042,0,0,6.5
,1,C24H38O,100,342.291717,0.1,0,n.a.,6.5,odd,ok,341.909482,0.090518,342,,1.583,0,0.042,0,0,6.5
,1,C24H38O,100,342.291717,0.1,0,n.a.,6.5,odd,ok,341.909482,0.090518,342,,1.583,0,0.042,0,0,6.5
,1,C24H38O,100,342.291717,0.1,0,n.a.,6.5,odd,ok,341.909482,0.090518,342,,1.583,0,0.042,0,0,6.5
342.315522,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,558468,1.667,0.042,0,0,0,6
,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,,1.667,0.042,0,0,0,6
,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,,1.667,0.042,0,0,0,6
,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,,1.667,0.042,0,0,0,6
,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,,1.667,0.042,0,0,0,6
,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,,1.667,0.042,0,0,0,6
,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,,1.667,0.042,0,0,0,6
,1,C24H40N,100,342.315527,0,-3,618.9,6,even,ok,341.93329,0.06671,342,,1.667,0.042,0,0,0,6
342.328122,1,C25H42,100,342.328103,-0.1,2.2,50.6,5.5,odd,ok,341.945875,0.054125,342,5895941,1.68,0,0,0,0,5.5
,1,C25H42,100,342.328103,-0.1,2.2,50.6,5.5,odd,ok,341.945875,0.054125,342,,1.68,0,0,0,0,5.5
,1,C25H42,100,342.328103,-0.1,2.2,50.6,5.5,odd,ok,341.945875,0.054125,342,,1.68,0,0,0,0,5.5
,1,C25H42,100,342.328103,-0.1,2.2,50.6,5.5,odd,ok,341.945875,0.054125,342,,1.68,0,0,0,0,5.5
,1,C25H42,100,342.328103,-0.1,2.2,50.6,5.5,odd,ok,341.945875,0.054125,342,,1.68,0,0,0,0,5.5
,1,C25H42,100,342.328103,-0.1,2.2,50.6,5.5,odd,ok,341.945875,0.054125,342,,1.68,0,0,0,0,5.5
342.331478,1,C22H46S,100,342.331474,0,-2.8,432.7,2.5,odd,ok,341.949227,0.050773,342,1408382,2.091,0,0,0,0.045,2.5
,1,C22H46S,100,342.331474,0,-2.8,432.7,2.5,odd,ok,341.949227,0.050773,342,,2.091,0,0,0,0.045,2.5
,1,C22H46S,100,342.331474,0,-2.8,432.7,2.5,odd,ok,341.949227,0.050773,342,,2.091,0,0,0,0.045,2.5
,1,C22H46S,100,342.331474,0,-2.8,432.7,2.5,odd,ok,341.949227,0.050773,342,,2.091,0,0,0,0.045,2.5
,1,C22H46S,100,342.331474,0,-2.8,432.7,2.5,odd,ok,341.949227,0.050773,342,,2.091,0,0,0,0.045,2.5
,1,C22H46S,100,342.331474,0,-2.8,432.7,2.5,odd,ok,341.949227,0.050773,342,,2.091,0,0,0,0.045,2.5
343.323299,1,C24H41N,100,343.323352,0.2,-2.9,238.9,5.5,odd,ok,342.939941,0.060059,343,1575837,1.708,0.042,0,0,0,5.5
,1,C24H41N,100,343.323352,0.2,-2.9,238.9,5.5,odd,ok,342.939941,0.060059,343,,1.708,0.042,0,0,0,5.5
,1,C24H41N,100,343.323352,0.2,-2.9,238.9,5.5,odd,ok,342.939941,0.060059,343,,1.708,0.042,0,0,0,5.5
,1,C24H41N,100,343.323352,0.2,-2.9,238.9,5.5,odd,ok,342.939941,0.060059,343,,1.708,0.042,0,0,0,5.5
,1,C24H41N,100,343.323352,0.2,-2.9,238.9,5.5,odd,ok,342.939941,0.060059,343,,1.708,0.042,0,0,0,5.5
,1,C24H41N,100,343.323352,0.2,-2.9,238.9,5.5,odd,ok,342.939941,0.060059,343,,1.708,0.042,0,0,0,5.5
,1,C24H41N,100,343.323352,0.2,-2.9,238.9,5.5,odd,ok,342.939941,0.060059,343,,1.708,0.042,0,0,0,5.5
344.249816,1,C26H32,100,344.249852,0.1,0.1,n.a.,11.5,odd,ok,343.865424,0.134576,344,701047,1.231,0,0,0,0,11.5
,1,C26H32,100,344.249852,0.1,0.1,n.a.,11.5,odd,ok,343.865424,0.134576,344,,1.231,0,0,0,0,11.5
,1,C26H32,100,344.249852,0.1,0.1,n.a.,11.5,odd,ok,343.865424,0.134576,344,,1.231,0,0,0,0,11.5
,1,C26H32,100,344.249852,0.1,0.1,n.a.,11.5,odd,ok,343.865424,0.134576,344,,1.231,0,0,0,0,11.5
,1,C26H32,100,344.249852,0.1,0.1,n.a.,11.5,odd,ok,343.865424,0.134576,344,,1.231,0,0,0,0,11.5
,1,C26H32,100,344.249852,0.1,0.1,n.a.,11.5,odd,ok,343.865424,0.134576,344,,1.231,0,0,0,0,11.5
,1,C26H32,100,344.249852,0.1,0.1,n.a.,11.5,odd,ok,343.865424,0.134576,344,,1.231,0,0,0,0,11.5
344.253188,1,C15H32N6O3,0.05,344.25304,-0.4,-2.6,470.7,3.5,odd,ok,343.868792,0.131208,344,873890,2.133,0.4,0.2,0.5,0,3.5
,1,C23H36S,100,344.253224,0.1,-2,430.4,8.5,odd,ok,343.868792,0.131208,344,,1.565,0,0,0,0.043,8.5
,1,C23H36S,100,344.253224,0.1,-2,430.4,8.5,odd,ok,343.868792,0.131208,344,,1.565,0,0,0,0.043,8.5
,1,C23H36S,100,344.253224,0.1,-2,430.4,8.5,odd,ok,343.868792,0.131208,344,,1.565,0,0,0,0.043,8.5
,1,C23H36S,100,344.253224,0.1,-2,430.4,8.5,odd,ok,343.868792,0.131208,344,,1.565,0,0,0,0.043,8.5
,1,C23H36S,100,344.253224,0.1,-2,430.4,8.5,odd,ok,343.868792,0.131208,344,,1.565,0,0,0,0.043,8.5
,1,C23H36S,100,344.253224,0.1,-2,430.4,8.5,odd,ok,343.868792,0.131208,344,,1.565,0,0,0,0.043,8.5
344.307291,1,C24H40O,100,344.307367,0.2,-3.3,214.7,5.5,odd,ok,343.922835,0.077165,344,630354,1.667,0,0.042,0,0,5.5
,1,C24H40O,100,344.307367,0.2,-3.3,214.7,5.5,odd,ok,343.922835,0.077165,344,,1.667,0,0.042,0,0,5.5
,1,C24H40O,100,344.307367,0.2,-3.3,214.7,5.5,odd,ok,343.922835,0.077165,344,,1.667,0,0.042,0,0,5.5
,1,C24H40O,100,344.307367,0.2,-3.3,214.7,5.5,odd,ok,343.922835,0.077165,344,,1.667,0,0.042,0,0,5.5
,1,C24H40O,100,344.307367,0.2,-3.3,214.7,5.5,odd,ok,343.922835,0.077165,344,,1.667,0,0.042,0,0,5.5
,1,C24H40O,100,344.307367,0.2,-3.3,214.7,5.5,odd,ok,343.922835,0.077165,344,,1.667,0,0.042,0,0,5.5
344.33119,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,703656,1.75,0.042,0,0,0,5
,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,,1.75,0.042,0,0,0,5
,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,,1.75,0.042,0,0,0,5
,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,,1.75,0.042,0,0,0,5
,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,,1.75,0.042,0,0,0,5
,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,,1.75,0.042,0,0,0,5
,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,,1.75,0.042,0,0,0,5
,1,C24H42N,100,344.331177,0,-0.7,547.4,5,even,ok,343.946706,0.053294,344,,1.75,0.042,0,0,0,5
344.343797,1,C25H44,100,344.343753,-0.1,0,22.8,4.5,odd,ok,343.9593,0.0407,344,6902032,1.76,0,0,0,0,4.5
,1,C25H44,100,344.343753,-0.1,0,22.8,4.5,odd,ok,343.9593,0.0407,344,,1.76,0,0,0,0,4.5
,1,C25H44,100,344.343753,-0.1,0,22.8,4.5,odd,ok,343.9593,0.0407,344,,1.76,0,0,0,0,4.5
,1,C25H44,100,344.343753,-0.1,0,22.8,4.5,odd,ok,343.9593,0.0407,344,,1.76,0,0,0,0,4.5
,1,C25H44,100,344.343753,-0.1,0,22.8,4.5,odd,ok,343.9593,0.0407,344,,1.76,0,0,0,0,4.5
,1,C25H44,100,344.343753,-0.1,0,22.8,4.5,odd,ok,343.9593,0.0407,344,,1.76,0,0,0,0,4.5
344.347125,1,C22H48S,100,344.347124,0,-0.9,463.9,1.5,odd,ok,343.962624,0.037376,344,1169805,2.182,0,0,0,0.045,1.5
,1,C22H48S,100,344.347124,0,-0.9,463.9,1.5,odd,ok,343.962624,0.037376,344,,2.182,0,0,0,0.045,1.5
,1,C22H48S,100,344.347124,0,-0.9,463.9,1.5,odd,ok,343.962624,0.037376,344,,2.182,0,0,0,0.045,1.5
,1,C22H48S,100,344.347124,0,-0.9,463.9,1.5,odd,ok,343.962624,0.037376,344,,2.182,0,0,0,0.045,1.5
,1,C22H48S,100,344.347124,0,-0.9,463.9,1.5,odd,ok,343.962624,0.037376,344,,2.182,0,0,0,0.045,1.5
,1,C22H48S,100,344.347124,0,-0.9,463.9,1.5,odd,ok,343.962624,0.037376,344,,2.182,0,0,0,0.045,1.5
345.339061,1,C24H43N,100,345.339002,-0.2,-0.9,295.8,4.5,odd,ok,344.953452,0.046548,345,1291776,1.792,0.042,0,0,0,4.5
,1,C24H43N,100,345.339002,-0.2,-0.9,295.8,4.5,odd,ok,344.953452,0.046548,345,,1.792,0.042,0,0,0,4.5
,1,C24H43N,100,345.339002,-0.2,-0.9,295.8,4.5,odd,ok,344.953452,0.046548,345,,1.792,0.042,0,0,0,4.5
,1,C24H43N,100,345.339002,-0.2,-0.9,295.8,4.5,odd,ok,344.953452,0.046548,345,,1.792,0.042,0,0,0,4.5
,1,C24H43N,100,345.339002,-0.2,-0.9,295.8,4.5,odd,ok,344.953452,0.046548,345,,1.792,0.042,0,0,0,4.5
,1,C24H43N,100,345.339002,-0.2,-0.9,295.8,4.5,odd,ok,344.953452,0.046548,345,,1.792,0.042,0,0,0,4.5
,1,C24H43N,100,345.339002,-0.2,-0.9,295.8,4.5,odd,ok,344.953452,0.046548,345,,1.792,0.042,0,0,0,4.5
346.207167,1,C20H30N2OS,100,346.207336,0.5,0.1,n.a.,9.5,odd,ok,345.820589,0.179411,346,500177,1.5,0.1,0.05,0.5,0.05,9.5
,1,C20H30N2OS,100,346.207336,0.5,0.1,n.a.,9.5,odd,ok,345.820589,0.179411,346,,1.5,0.1,0.05,0.5,0.05,9.5
,1,C20H30N2OS,100,346.207336,0.5,0.1,n.a.,9.5,odd,ok,345.820589,0.179411,346,,1.5,0.1,0.05,0.5,0.05,9.5
,1,C20H30N2OS,100,346.207336,0.5,0.1,n.a.,9.5,odd,ok,345.820589,0.179411,346,,1.5,0.1,0.05,0.5,0.05,9.5
,1,C20H30N2OS,100,346.207336,0.5,0.1,n.a.,9.5,odd,ok,345.820589,0.179411,346,,1.5,0.1,0.05,0.5,0.05,9.5
,1,C20H30N2OS,100,346.207336,0.5,0.1,n.a.,9.5,odd,ok,345.820589,0.179411,346,,1.5,0.1,0.05,0.5,0.05,9.5
,1,C20H30N2OS,100,346.207336,0.5,0.1,n.a.,9.5,odd,ok,345.820589,0.179411,346,,1.5,0.1,0.05,0.5,0.05,9.5
346.2655,1,C26H34,100,346.265503,0,0.1,26.8,10.5,odd,ok,345.878857,0.121143,346,1294497,1.308,0,0,0,0,10.5
,1,C26H34,100,346.265503,0,0.1,26.8,10.5,odd,ok,345.878857,0.121143,346,,1.308,0,0,0,0,10.5
,1,C26H34,100,346.265503,0,0.1,26.8,10.5,odd,ok,345.878857,0.121143,346,,1.308,0,0,0,0,10.5
,1,C26H34,100,346.265503,0,0.1,26.8,10.5,odd,ok,345.878857,0.121143,346,,1.308,0,0,0,0,10.5
,1,C26H34,100,346.265503,0,0.1,26.8,10.5,odd,ok,345.878857,0.121143,346,,1.308,0,0,0,0,10.5
,1,C26H34,100,346.265503,0,0.1,26.8,10.5,odd,ok,345.878857,0.121143,346,,1.308,0,0,0,0,10.5
,1,C26H34,100,346.265503,0,0.1,26.8,10.5,odd,ok,345.878857,0.121143,346,,1.308,0,0,0,0,10.5
346.268793,1,C15H34N6O3,0.01,346.26869,-0.3,-3.8,528.5,2.5,odd,ok,345.882146,0.117854,346,873483,2.267,0.4,0.2,0.5,0,2.5
,1,C23H38S,100,346.268874,0.2,-2.1,483.9,7.5,odd,ok,345.882146,0.117854,346,,1.652,0,0,0,0.043,7.5
,1,C23H38S,100,346.268874,0.2,-2.1,483.9,7.5,odd,ok,345.882146,0.117854,346,,1.652,0,0,0,0.043,7.5
,1,C23H38S,100,346.268874,0.2,-2.1,483.9,7.5,odd,ok,345.882146,0.117854,346,,1.652,0,0,0,0.043,7.5
,1,C23H38S,100,346.268874,0.2,-2.1,483.9,7.5,odd,ok,345.882146,0.117854,346,,1.652,0,0,0,0.043,7.5
,1,C23H38S,100,346.268874,0.2,-2.1,483.9,7.5,odd,ok,345.882146,0.117854,346,,1.652,0,0,0,0.043,7.5
,1,C23H38S,100,346.268874,0.2,-2.1,483.9,7.5,odd,ok,345.882146,0.117854,346,,1.652,0,0,0,0.043,7.5
346.323094,1,C24H42O,100,346.323017,-0.2,-0.1,n.a.,4.5,odd,ok,345.936386,0.063614,346,516252,1.75,0,0.042,0,0,4.5
,1,C24H42O,100,346.323017,-0.2,-0.1,n.a.,4.5,odd,ok,345.936386,0.063614,346,,1.75,0,0.042,0,0,4.5
,1,C24H42O,100,346.323017,-0.2,-0.1,n.a.,4.5,odd,ok,345.936386,0.063614,346,,1.75,0,0.042,0,0,4.5
,1,C24H42O,100,346.323017,-0.2,-0.1,n.a.,4.5,odd,ok,345.936386,0.063614,346,,1.75,0,0.042,0,0,4.5
,1,C24H42O,100,346.323017,-0.2,-0.1,n.a.,4.5,odd,ok,345.936386,0.063614,346,,1.75,0,0.042,0,0,4.5
,1,C24H42O,100,346.323017,-0.2,-0.1,n.a.,4.5,odd,ok,345.936386,0.063614,346,,1.75,0,0.042,0,0,4.5
346.346926,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,691893,1.833,0.042,0,0,0,4
,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,,1.833,0.042,0,0,0,4
,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,,1.833,0.042,0,0,0,4
,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,,1.833,0.042,0,0,0,4
,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,,1.833,0.042,0,0,0,4
,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,,1.833,0.042,0,0,0,4
,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,,1.833,0.042,0,0,0,4
,1,C24H44N,100,346.346827,-0.3,-3,580.6,4,even,ok,345.960192,0.039808,346,,1.833,0.042,0,0,0,4
346.359355,1,C25H46,100,346.359403,0.1,2.3,45.7,3.5,odd,ok,345.972607,0.027393,346,7654219,1.84,0,0,0,0,3.5
,1,C25H46,100,346.359403,0.1,2.3,45.7,3.5,odd,ok,345.972607,0.027393,346,,1.84,0,0,0,0,3.5
,1,C25H46,100,346.359403,0.1,2.3,45.7,3.5,odd,ok,345.972607,0.027393,346,,1.84,0,0,0,0,3.5
,1,C25H46,100,346.359403,0.1,2.3,45.7,3.5,odd,ok,345.972607,0.027393,346,,1.84,0,0,0,0,3.5
,1,C25H46,100,346.359403,0.1,2.3,45.7,3.5,odd,ok,345.972607,0.027393,346,,1.84,0,0,0,0,3.5
,1,C25H46,100,346.359403,0.1,2.3,45.7,3.5,odd,ok,345.972607,0.027393,346,,1.84,0,0,0,0,3.5
347.354609,1,C24H45N,100,347.354652,0.1,-0.6,370.7,3.5,odd,ok,346.966749,0.033251,347,1186325,1.875,0.042,0,0,0,3.5
,1,C24H45N,100,347.354652,0.1,-0.6,370.7,3.5,odd,ok,346.966749,0.033251,347,,1.875,0.042,0,0,0,3.5
,1,C24H45N,100,347.354652,0.1,-0.6,370.7,3.5,odd,ok,346.966749,0.033251,347,,1.875,0.042,0,0,0,3.5
,1,C24H45N,100,347.354652,0.1,-0.6,370.7,3.5,odd,ok,346.966749,0.033251,347,,1.875,0.042,0,0,0,3.5
,1,C24H45N,100,347.354652,0.1,-0.6,370.7,3.5,odd,ok,346.966749,0.033251,347,,1.875,0.042,0,0,0,3.5
,1,C24H45N,100,347.354652,0.1,-0.6,370.7,3.5,odd,ok,346.966749,0.033251,347,,1.875,0.042,0,0,0,3.5
,1,C24H45N,100,347.354652,0.1,-0.6,370.7,3.5,odd,ok,346.966749,0.033251,347,,1.875,0.042,0,0,0,3.5
348.281112,1,C26H36,100,348.281153,0.1,0.1,22.9,9.5,odd,ok,347.892218,0.107782,348,2231098,1.385,0,0,0,0,9.5
,1,C26H36,100,348.281153,0.1,0.1,22.9,9.5,odd,ok,347.892218,0.107782,348,,1.385,0,0,0,0,9.5
,1,C26H36,100,348.281153,0.1,0.1,22.9,9.5,odd,ok,347.892218,0.107782,348,,1.385,0,0,0,0,9.5
,1,C26H36,100,348.281153,0.1,0.1,22.9,9.5,odd,ok,347.892218,0.107782,348,,1.385,0,0,0,0,9.5
,1,C26H36,100,348.281153,0.1,0.1,22.9,9.5,odd,ok,347.892218,0.107782,348,,1.385,0,0,0,0,9.5
,1,C26H36,100,348.281153,0.1,0.1,22.9,9.5,odd,ok,347.892218,0.107782,348,,1.385,0,0,0,0,9.5
,1,C26H36,100,348.281153,0.1,0.1,22.9,9.5,odd,ok,347.892218,0.107782,348,,1.385,0,0,0,0,9.5
348.284465,1,C23H40S,100,348.284524,0.2,-2.1,476.1,6.5,odd,ok,347.895568,0.104432,348,1055035,1.739,0,0,0,0.043,6.5
,1,C15H36N6O3,0,348.28434,-0.4,-3.8,525.4,1.5,odd,ok,347.895568,0.104432,348,,2.4,0.4,0.2,0.5,0,1.5
,1,C23H40S,100,348.284524,0.2,-2.1,476.1,6.5,odd,ok,347.895568,0.104432,348,,1.739,0,0,0,0.043,6.5
,1,C23H40S,100,348.284524,0.2,-2.1,476.1,6.5,odd,ok,347.895568,0.104432,348,,1.739,0,0,0,0.043,6.5
,1,C23H40S,100,348.284524,0.2,-2.1,476.1,6.5,odd,ok,347.895568,0.104432,348,,1.739,0,0,0,0.043,6.5
,1,C23H40S,100,348.284524,0.2,-2.1,476.1,6.5,odd,ok,347.895568,0.104432,348,,1.739,0,0,0,0.043,6.5
,1,C23H40S,100,348.284524,0.2,-2.1,476.1,6.5,odd,ok,347.895568,0.104432,348,,1.739,0,0,0,0.043,6.5
348.33868,1,C24H44O,100,348.338667,0,2.1,358.9,3.5,odd,ok,347.949722,0.050278,348,636510,1.833,0,0.042,0,0,3.5
,1,C24H44O,100,348.338667,0,2.1,358.9,3.5,odd,ok,347.949722,0.050278,348,,1.833,0,0.042,0,0,3.5
,1,C24H44O,100,348.338667,0,2.1,358.9,3.5,odd,ok,347.949722,0.050278,348,,1.833,0,0.042,0,0,3.5
,1,C24H44O,100,348.338667,0,2.1,358.9,3.5,odd,ok,347.949722,0.050278,348,,1.833,0,0.042,0,0,3.5
,1,C24H44O,100,348.338667,0,2.1,358.9,3.5,odd,ok,347.949722,0.050278,348,,1.833,0,0.042,0,0,3.5
,1,C24H44O,100,348.338667,0,2.1,358.9,3.5,odd,ok,347.949722,0.050278,348,,1.833,0,0.042,0,0,3.5
348.362411,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,874227,1.917,0.042,0,0,0,3
,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,,1.917,0.042,0,0,0,3
,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,,1.917,0.042,0,0,0,3
,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,,1.917,0.042,0,0,0,3
,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,,1.917,0.042,0,0,0,3
,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,,1.917,0.042,0,0,0,3
,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,,1.917,0.042,0,0,0,3
,1,C24H46N,100,348.362477,0.2,-2.7,552,3,even,ok,347.973426,0.026574,348,,1.917,0.042,0,0,0,3
