Meas. m/z,#,Ion Formula,Score,m/z,err [ppm],Mean err [ppm],mSigma,rdb,e¯ Conf,N-Rule,KM [CH2],KMD [CH2],NKM [CH2],I,H/C,N/C,O/C,O/N,S/C,rdb
248.237296,1,C17H30N,100,248.237276,-0.1,-8.1,585.7,4,even,ok,247.960112,0.039888,248,883698,1.765,0.059,0,0,0,4
,1,C17H30N,100,248.237276,-0.1,-8.1,585.7,4,even,ok,247.960112,0.039888,248,,1.765,0.059,0,0,0,4
,1,C17H30N,100,248.237276,-0.1,-8.1,585.7,4,even,ok,247.960112,0.039888,248,,1.765,0.059,0,0,0,4
,1,C17H30N,100,248.237276,-0.1,-8.1,585.7,4,even,ok,247.960112,0.039888,248,,1.765,0.059,0,0,0,4
,1,C17H30N,100,248.237276,-0.1,-8.1,585.7,4,even,ok,247.960112,0.039888,248,,1.765,0.059,0,0,0,4
,1,C17H30N,100,248.237276,-0.1,-8.1,585.7,4,even,ok,247.960112,0.039888,248,,1.765,0.059,0,0,0,4
,1,C17H30N,100,248.237276,-0.1,-8.1,585.7,4,even,ok,247.960112,0.039888,248,,1.765,0.059,0,0,0,4
248.24987,1,C18H32,100,248.249852,-0.1,0,6.1,3.5,odd,ok,247.972672,0.027328,248,21211314,1.778,0,0,0,0,3.5
,1,C18H32,100,248.249852,-0.1,0,6.1,3.5,odd,ok,247.972672,0.027328,248,,1.778,0,0,0,0,3.5
,1,C18H32,100,248.249852,-0.1,0,6.1,3.5,odd,ok,247.972672,0.027328,248,,1.778,0,0,0,0,3.5
,1,C18H32,100,248.249852,-0.1,0,6.1,3.5,odd,ok,247.972672,0.027328,248,,1.778,0,0,0,0,3.5
,1,C18H32,100,248.249852,-0.1,0,6.1,3.5,odd,ok,247.972672,0.027328,248,,1.778,0,0,0,0,3.5
,1,C18H32,100,248.249852,-0.1,0,6.1,3.5,odd,ok,247.972672,0.027328,248,,1.778,0,0,0,0,3.5
,1,C18H32,100,248.249852,-0.1,0,6.1,3.5,odd,ok,247.972672,0.027328,248,,1.778,0,0,0,0,3.5
248.253251,1,C15H36S,100,248.253224,-0.1,1.1,522.5,0.5,odd,ok,247.976049,0.023951,248,957928,2.4,0,0,0,0.067,0.5
,1,C15H36S,100,248.253224,-0.1,1.1,522.5,0.5,odd,ok,247.976049,0.023951,248,,2.4,0,0,0,0.067,0.5
,1,C15H36S,100,248.253224,-0.1,1.1,522.5,0.5,odd,ok,247.976049,0.023951,248,,2.4,0,0,0,0.067,0.5
,1,C15H36S,100,248.253224,-0.1,1.1,522.5,0.5,odd,ok,247.976049,0.023951,248,,2.4,0,0,0,0.067,0.5
,1,C15H36S,100,248.253224,-0.1,1.1,522.5,0.5,odd,ok,247.976049,0.023951,248,,2.4,0,0,0,0.067,0.5
,1,C15H36S,100,248.253224,-0.1,1.1,522.5,0.5,odd,ok,247.976049,0.023951,248,,2.4,0,0,0,0.067,0.5
249.221287,1,C17H29O,100,249.221292,0,-4.4,482.9,4,even,ok,248.943004,0.056996,249,1055834,1.706,0,0.059,0,0,4
,1,C17H29O,100,249.221292,0,-4.4,482.9,4,even,ok,248.943004,0.056996,249,,1.706,0,0.059,0,0,4
,1,C17H29O,100,249.221292,0,-4.4,482.9,4,even,ok,248.943004,0.056996,249,,1.706,0,0.059,0,0,4
,1,C17H29O,100,249.221292,0,-4.4,482.9,4,even,ok,248.943004,0.056996,249,,1.706,0,0.059,0,0,4
,1,C17H29O,100,249.221292,0,-4.4,482.9,4,even,ok,248.943004,0.056996,249,,1.706,0,0.059,0,0,4
,1,C17H29O,100,249.221292,0,-4.4,482.9,4,even,ok,248.943004,0.056996,249,,1.706,0,0.059,0,0,4
249.245088,1,C17H31N,100,249.245101,0.1,0.1,29.8,3.5,odd,ok,248.966779,0.033221,249,2017784,1.824,0.059,0,0,0,3.5
,1,C17H31N,100,249.245101,0.1,0.1,29.8,3.5,odd,ok,248.966779,0.033221,249,,1.824,0.059,0,0,0,3.5
,1,C17H31N,100,249.245101,0.1,0.1,29.8,3.5,odd,ok,248.966779,0.033221,249,,1.824,0.059,0,0,0,3.5
,1,C17H31N,100,249.245101,0.1,0.1,29.8,3.5,odd,ok,248.966779,0.033221,249,,1.824,0.059,0,0,0,3.5
,1,C17H31N,100,249.245101,0.1,0.1,29.8,3.5,odd,ok,248.966779,0.033221,249,,1.824,0.059,0,0,0,3.5
,1,C17H31N,100,249.245101,0.1,0.1,29.8,3.5,odd,ok,248.966779,0.033221,249,,1.824,0.059,0,0,0,3.5
,1,C17H31N,100,249.245101,0.1,0.1,29.8,3.5,odd,ok,248.966779,0.033221,249,,1.824,0.059,0,0,0,3.5
249.257686,1,C18H33,100,249.257677,0,-6.4,493.4,3,even,ok,248.979362,0.020638,249,1477476,1.833,0,0,0,0,3
,1,C18H33,100,249.257677,0,-6.4,493.4,3,even,ok,248.979362,0.020638,249,,1.833,0,0,0,0,3
,1,C18H33,100,249.257677,0,-6.4,493.4,3,even,ok,248.979362,0.020638,249,,1.833,0,0,0,0,3
,1,C18H33,100,249.257677,0,-6.4,493.4,3,even,ok,248.979362,0.020638,249,,1.833,0,0,0,0,3
,1,C18H33,100,249.257677,0,-6.4,493.4,3,even,ok,248.979362,0.020638,249,,1.833,0,0,0,0,3
,1,C18H33,100,249.257677,0,-6.4,493.4,3,even,ok,248.979362,0.020638,249,,1.833,0,0,0,0,3
,1,C18H33,100,249.257677,0,-6.4,493.4,3,even,ok,248.979362,0.020638,249,,1.833,0,0,0,0,3
250.174945,1,C16H26S,100,250.174973,0.1,0,n.a.,6.5,odd,ok,249.895598,0.104402,250,940950,1.625,0,0,0,0.063,6.5
,1,C16H26S,100,250.174973,0.1,0,n.a.,6.5,odd,ok,249.895598,0.104402,250,,1.625,0,0,0,0.063,6.5
,1,C16H26S,100,250.174973,0.1,0,n.a.,6.5,odd,ok,249.895598,0.104402,250,,1.625,0,0,0,0.063,6.5
,1,C16H26S,100,250.174973,0.1,0,n.a.,6.5,odd,ok,249.895598,0.104402,250,,1.625,0,0,0,0.063,6.5
,1,C16H26S,100,250.174973,0.1,0,n.a.,6.5,odd,ok,249.895598,0.104402,250,,1.625,0,0,0,0.063,6.5
,1,C16H26S,100,250.174973,0.1,0,n.a.,6.5,odd,ok,249.895598,0.104402,250,,1.625,0,0,0,0.063,6.5
,1,C8H22N6O3,63.25,250.17479,-0.6,-0.3,n.a.,1.5,odd,ok,249.895598,0.104402,250,,2.75,0.75,0.375,0.5,0,1.5
250.229114,1,C17H30O,100,250.229117,0,-4.3,297.4,3.5,odd,ok,249.949706,0.050294,250,1290979,1.765,0,0.059,0,0,3.5
,1,C17H30O,100,250.229117,0,-4.3,297.4,3.5,odd,ok,249.949706,0.050294,250,,1.765,0,0.059,0,0,3.5
,1,C17H30O,100,250.229117,0,-4.3,297.4,3.5,odd,ok,249.949706,0.050294,250,,1.765,0,0.059,0,0,3.5
,1,C17H30O,100,250.229117,0,-4.3,297.4,3.5,odd,ok,249.949706,0.050294,250,,1.765,0,0.059,0,0,3.5
,1,C17H30O,100,250.229117,0,-4.3,297.4,3.5,odd,ok,249.949706,0.050294,250,,1.765,0,0.059,0,0,3.5
,1,C17H30O,100,250.229117,0,-4.3,297.4,3.5,odd,ok,249.949706,0.050294,250,,1.765,0,0.059,0,0,3.5
250.252919,1,C17H32N,100,250.252926,0,-8,641,3,even,ok,249.973485,0.026515,250,1035598,1.882,0.059,0,0,0,3
,1,C17H32N,100,250.252926,0,-8,641,3,even,ok,249.973485,0.026515,250,,1.882,0.059,0,0,0,3
,1,C17H32N,100,250.252926,0,-8,641,3,even,ok,249.973485,0.026515,250,,1.882,0.059,0,0,0,3
,1,C17H32N,100,250.252926,0,-8,641,3,even,ok,249.973485,0.026515,250,,1.882,0.059,0,0,0,3
,1,C17H32N,100,250.252926,0,-8,641,3,even,ok,249.973485,0.026515,250,,1.882,0.059,0,0,0,3
,1,C17H32N,100,250.252926,0,-8,641,3,even,ok,249.973485,0.026515,250,,1.882,0.059,0,0,0,3
,1,C17H32N,100,250.252926,0,-8,641,3,even,ok,249.973485,0.026515,250,,1.882,0.059,0,0,0,3
250.265518,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,43858272,1.889,0,0,0,0,2.5
,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,,1.889,0,0,0,0,2.5
,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,,1.889,0,0,0,0,2.5
,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,,1.889,0,0,0,0,2.5
,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,,1.889,0,0,0,0,2.5
,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,,1.889,0,0,0,0,2.5
,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,,1.889,0,0,0,0,2.5
,1,C18H34,100,250.265503,-0.1,0,1.9,2.5,odd,ok,249.986069,0.013931,250,,1.889,0,0,0,0,2.5
251.094026,1,C16H13NO2,100,251.09408,0.2,0.1,n.a.,11.5,odd,ok,250.813652,0.186348,251,1256313,0.813,0.063,0.125,2,0,11.5
,1,C16H13NO2,100,251.09408,0.2,0.1,n.a.,11.5,odd,ok,250.813652,0.186348,251,,0.813,0.063,0.125,2,0,11.5
,1,C16H13NO2,100,251.09408,0.2,0.1,n.a.,11.5,odd,ok,250.813652,0.186348,251,,0.813,0.063,0.125,2,0,11.5
,1,C16H13NO2,100,251.09408,0.2,0.1,n.a.,11.5,odd,ok,250.813652,0.186348,251,,0.813,0.063,0.125,2,0,11.5
,1,C16H13NO2,100,251.09408,0.2,0.1,n.a.,11.5,odd,ok,250.813652,0.186348,251,,0.813,0.063,0.125,2,0,11.5
,1,C16H13NO2,100,251.09408,0.2,0.1,n.a.,11.5,odd,ok,250.813652,0.186348,251,,0.813,0.063,0.125,2,0,11.5
,1,C16H13NO2,100,251.09408,0.2,0.1,n.a.,11.5,odd,ok,250.813652,0.186348,251,,0.813,0.063,0.125,2,0,11.5
251.23689,1,C17H31O,100,251.236942,0.2,-7.9,613.8,3,even,ok,250.956357,0.043643,251,902114,1.824,0,0.059,0,0,3
,1,C17H31O,100,251.236942,0.2,-7.9,613.8,3,even,ok,250.956357,0.043643,251,,1.824,0,0.059,0,0,3
,1,C17H31O,100,251.236942,0.2,-7.9,613.8,3,even,ok,250.956357,0.043643,251,,1.824,0,0.059,0,0,3
,1,C17H31O,100,251.236942,0.2,-7.9,613.8,3,even,ok,250.956357,0.043643,251,,1.824,0,0.059,0,0,3
,1,C17H31O,100,251.236942,0.2,-7.9,613.8,3,even,ok,250.956357,0.043643,251,,1.824,0,0.059,0,0,3
,1,C17H31O,100,251.236942,0.2,-7.9,613.8,3,even,ok,250.956357,0.043643,251,,1.824,0,0.059,0,0,3
251.260746,1,C17H33N,100,251.260751,0,0,9.9,2.5,odd,ok,250.980186,0.019814,251,3908406,1.941,0.059,0,0,0,2.5
,1,C17H33N,100,251.260751,0,0,9.9,2.5,odd,ok,250.980186,0.019814,251,,1.941,0.059,0,0,0,2.5
,1,C17H33N,100,251.260751,0,0,9.9,2.5,odd,ok,250.980186,0.019814,251,,1.941,0.059,0,0,0,2.5
,1,C17H33N,100,251.260751,0,0,9.9,2.5,odd,ok,250.980186,0.019814,251,,1.941,0.059,0,0,0,2.5
,1,C17H33N,100,251.260751,0,0,9.9,2.5,odd,ok,250.980186,0.019814,251,,1.941,0.059,0,0,0,2.5
,1,C17H33N,100,251.260751,0,0,9.9,2.5,odd,ok,250.980186,0.019814,251,,1.941,0.059,0,0,0,2.5
,1,C17H33N,100,251.260751,0,0,9.9,2.5,odd,ok,250.980186,0.019814,251,,1.941,0.059,0,0,0,2.5
251.273317,1,C18H35,100,251.273328,0,7.3,336.6,2,even,ok,250.992743,0.007257,251,1386424,1.944,0,0,0,0,2
,1,C18H35,100,251.273328,0,7.3,336.6,2,even,ok,250.992743,0.007257,251,,1.944,0,0,0,0,2
,1,C18H35,100,251.273328,0,7.3,336.6,2,even,ok,250.992743,0.007257,251,,1.944,0,0,0,0,2
,1,C18H35,100,251.273328,0,7.3,336.6,2,even,ok,250.992743,0.007257,251,,1.944,0,0,0,0,2
,1,C18H35,100,251.273328,0,7.3,336.6,2,even,ok,250.992743,0.007257,251,,1.944,0,0,0,0,2
,1,C18H35,100,251.273328,0,7.3,336.6,2,even,ok,250.992743,0.007257,251,,1.944,0,0,0,0,2
,1,C18H35,100,251.273328,0,7.3,336.6,2,even,ok,250.992743,0.007257,251,,1.944,0,0,0,0,2
252.187259,1,C19H24,100,252.187252,0,0,n.a.,8.5,odd,ok,251.905665,0.094335,252,665430,1.263,0,0,0,0,8.5
,1,C19H24,100,252.187252,0,0,n.a.,8.5,odd,ok,251.905665,0.094335,252,,1.263,0,0,0,0,8.5
,1,C19H24,100,252.187252,0,0,n.a.,8.5,odd,ok,251.905665,0.094335,252,,1.263,0,0,0,0,8.5
,1,C19H24,100,252.187252,0,0,n.a.,8.5,odd,ok,251.905665,0.094335,252,,1.263,0,0,0,0,8.5
,1,C19H24,100,252.187252,0,0,n.a.,8.5,odd,ok,251.905665,0.094335,252,,1.263,0,0,0,0,8.5
,1,C19H24,100,252.187252,0,0,n.a.,8.5,odd,ok,251.905665,0.094335,252,,1.263,0,0,0,0,8.5
252.190633,1,C16H28S,100,252.190623,0,0,n.a.,5.5,odd,ok,251.909035,0.090965,252,1757562,1.75,0,0,0,0.063,5.5
,1,C16H28S,100,252.190623,0,0,n.a.,5.5,odd,ok,251.909035,0.090965,252,,1.75,0,0,0,0.063,5.5
,1,C16H28S,100,252.190623,0,0,n.a.,5.5,odd,ok,251.909035,0.090965,252,,1.75,0,0,0,0.063,5.5
,1,C16H28S,100,252.190623,0,0,n.a.,5.5,odd,ok,251.909035,0.090965,252,,1.75,0,0,0,0.063,5.5
,1,C16H28S,100,252.190623,0,0,n.a.,5.5,odd,ok,251.909035,0.090965,252,,1.75,0,0,0,0.063,5.5
,1,C16H28S,100,252.190623,0,0,n.a.,5.5,odd,ok,251.909035,0.090965,252,,1.75,0,0,0,0.063,5.5
252.244744,1,C17H32O,100,252.244767,0.1,0,22.5,2.5,odd,ok,251.963086,0.036914,252,2578719,1.882,0,0.059,0,0,2.5
,1,C17H32O,100,252.244767,0.1,0,22.5,2.5,odd,ok,251.963086,0.036914,252,,1.882,0,0.059,0,0,2.5
,1,C17H32O,100,252.244767,0.1,0,22.5,2.5,odd,ok,251.963086,0.036914,252,,1.882,0,0.059,0,0,2.5
,1,C17H32O,100,252.244767,0.1,0,22.5,2.5,odd,ok,251.963086,0.036914,252,,1.882,0,0.059,0,0,2.5
,1,C17H32O,100,252.244767,0.1,0,22.5,2.5,odd,ok,251.963086,0.036914,252,,1.882,0,0.059,0,0,2.5
,1,C17H32O,100,252.244767,0.1,0,22.5,2.5,odd,ok,251.963086,0.036914,252,,1.882,0,0.059,0,0,2.5
252.268522,1,C17H34N,100,252.268577,0.2,-4.2,166.6,2,even,ok,251.986837,0.013163,252,1137179,2,0.059,0,0,0,2
,1,C17H34N,100,252.268577,0.2,-4.2,166.6,2,even,ok,251.986837,0.013163,252,,2,0.059,0,0,0,2
,1,C17H34N,100,252.268577,0.2,-4.2,166.6,2,even,ok,251.986837,0.013163,252,,2,0.059,0,0,0,2
,1,C17H34N,100,252.268577,0.2,-4.2,166.6,2,even,ok,251.986837,0.013163,252,,2,0.059,0,0,0,2
,1,C17H34N,100,252.268577,0.2,-4.2,166.6,2,even,ok,251.986837,0.013163,252,,2,0.059,0,0,0,2
,1,C17H34N,100,252.268577,0.2,-4.2,166.6,2,even,ok,251.986837,0.013163,252,,2,0.059,0,0,0,2
,1,C17H34N,100,252.268577,0.2,-4.2,166.6,2,even,ok,251.986837,0.013163,252,,2,0.059,0,0,0,2
252.281178,1,C18H36,100,252.281153,-0.1,-0.1,2.3,1.5,odd,ok,251.999479,0.000521,252,36127384,2,0,0,0,0,1.5
,1,C18H36,100,252.281153,-0.1,-0.1,2.3,1.5,odd,ok,251.999479,0.000521,252,,2,0,0,0,0,1.5
,1,C18H36,100,252.281153,-0.1,-0.1,2.3,1.5,odd,ok,251.999479,0.000521,252,,2,0,0,0,0,1.5
,1,C18H36,100,252.281153,-0.1,-0.1,2.3,1.5,odd,ok,251.999479,0.000521,252,,2,0,0,0,0,1.5
,1,C18H36,100,252.281153,-0.1,-0.1,2.3,1.5,odd,ok,251.999479,0.000521,252,,2,0,0,0,0,1.5
,1,C18H36,100,252.281153,-0.1,-0.1,2.3,1.5,odd,ok,251.999479,0.000521,252,,2,0,0,0,0,1.5
,1,C18H36,100,252.281153,-0.1,-0.1,2.3,1.5,odd,ok,251.999479,0.000521,252,,2,0,0,0,0,1.5
253.091062,1,C8H19N3O2S2,100,253.091321,1,0.3,n.a.,5.5,odd,ok,252.808458,0.191542,253,706692,2.375,0.375,0.25,0.667,0.25,5.5
,1,C8H19N3O2S2,100,253.091321,1,0.3,n.a.,5.5,odd,ok,252.808458,0.191542,253,,2.375,0.375,0.25,0.667,0.25,5.5
,1,C8H19N3O2S2,100,253.091321,1,0.3,n.a.,5.5,odd,ok,252.808458,0.191542,253,,2.375,0.375,0.25,0.667,0.25,5.5
,1,C8H19N3O2S2,100,253.091321,1,0.3,n.a.,5.5,odd,ok,252.808458,0.191542,253,,2.375,0.375,0.25,0.667,0.25,5.5
,1,C8H19N3O2S2,100,253.091321,1,0.3,n.a.,5.5,odd,ok,252.808458,0.191542,253,,2.375,0.375,0.25,0.667,0.25,5.5
,1,C8H19N3O2S2,100,253.091321,1,0.3,n.a.,5.5,odd,ok,252.808458,0.191542,253,,2.375,0.375,0.25,0.667,0.25,5.5
,1,C8H19N3O2S2,100,253.091321,1,0.3,n.a.,5.5,odd,ok,252.808458,0.191542,253,,2.375,0.375,0.25,0.667,0.25,5.5
253.252584,1,C17H33O,100,253.252592,0,-4.3,479.6,2,even,ok,252.9698,0.0302,253,880456,1.941,0,0.059,0,0,2
,1,C17H33O,100,253.252592,0,-4.3,479.6,2,even,ok,252.9698,0.0302,253,,1.941,0,0.059,0,0,2
,1,C17H33O,100,253.252592,0,-4.3,479.6,2,even,ok,252.9698,0.0302,253,,1.941,0,0.059,0,0,2
,1,C17H33O,100,253.252592,0,-4.3,479.6,2,even,ok,252.9698,0.0302,253,,1.941,0,0.059,0,0,2
,1,C17H33O,100,253.252592,0,-4.3,479.6,2,even,ok,252.9698,0.0302,253,,1.941,0,0.059,0,0,2
,1,C17H33O,100,253.252592,0,-4.3,479.6,2,even,ok,252.9698,0.0302,253,,1.941,0,0.059,0,0,2
253.276435,1,C17H35N,100,253.276402,-0.1,-4.4,566.2,1.5,odd,ok,252.993624,0.006376,253,536781,2.059,0.059,0,0,0,1.5
,1,C17H35N,100,253.276402,-0.1,-4.4,566.2,1.5,odd,ok,252.993624,0.006376,253,,2.059,0.059,0,0,0,1.5
,1,C17H35N,100,253.276402,-0.1,-4.4,566.2,1.5,odd,ok,252.993624,0.006376,253,,2.059,0.059,0,0,0,1.5
,1,C17H35N,100,253.276402,-0.1,-4.4,566.2,1.5,odd,ok,252.993624,0.006376,253,,2.059,0.059,0,0,0,1.5
,1,C17H35N,100,253.276402,-0.1,-4.4,566.2,1.5,odd,ok,252.993624,0.006376,253,,2.059,0.059,0,0,0,1.5
,1,C17H35N,100,253.276402,-0.1,-4.4,566.2,1.5,odd,ok,252.993624,0.006376,253,,2.059,0.059,0,0,0,1.5
,1,C17H35N,100,253.276402,-0.1,-4.4,566.2,1.5,odd,ok,252.993624,0.006376,253,,2.059,0.059,0,0,0,1.5
253.289009,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,2797613,2.056,0,0,0,0,1
,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,,2.056,0,0,0,0,1
,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,,2.056,0,0,0,0,1
,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,,2.056,0,0,0,0,1
,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,,2.056,0,0,0,0,1
,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,,2.056,0,0,0,0,1
,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,,2.056,0,0,0,0,1
,1,C18H37,100,253.288978,-0.1,-3.7,567.5,1,even,ok,253.006184,-0.006184,253,,2.056,0,0,0,0,1
254.202845,1,C19H26,100,254.202902,0.2,-3.1,477.3,7.5,odd,ok,253.918999,0.081001,254,908322,1.368,0,0,0,0,7.5
,1,C19H26,100,254.202902,0.2,-3.1,477.3,7.5,odd,ok,253.918999,0.081001,254,,1.368,0,0,0,0,7.5
,1,C19H26,100,254.202902,0.2,-3.1,477.3,7.5,odd,ok,253.918999,0.081001,254,,1.368,0,0,0,0,7.5
,1,C19H26,100,254.202902,0.2,-3.1,477.3,7.5,odd,ok,253.918999,0.081001,254,,1.368,0,0,0,0,7.5
,1,C19H26,100,254.202902,0.2,-3.1,477.3,7.5,odd,ok,253.918999,0.081001,254,,1.368,0,0,0,0,7.5
,1,C19H26,100,254.202902,0.2,-3.1,477.3,7.5,odd,ok,253.918999,0.081001,254,,1.368,0,0,0,0,7.5
254.20625,1,C16H30S,100,254.206274,0.1,0.1,30.2,4.5,odd,ok,253.922401,0.077599,254,5127488,1.875,0,0,0,0.063,4.5
,1,C16H30S,100,254.206274,0.1,0.1,30.2,4.5,odd,ok,253.922401,0.077599,254,,1.875,0,0,0,0.063,4.5
,1,C16H30S,100,254.206274,0.1,0.1,30.2,4.5,odd,ok,253.922401,0.077599,254,,1.875,0,0,0,0.063,4.5
,1,C16H30S,100,254.206274,0.1,0.1,30.2,4.5,odd,ok,253.922401,0.077599,254,,1.875,0,0,0,0.063,4.5
,1,C16H30S,100,254.206274,0.1,0.1,30.2,4.5,odd,ok,253.922401,0.077599,254,,1.875,0,0,0,0.063,4.5
,1,C16H30S,100,254.206274,0.1,0.1,30.2,4.5,odd,ok,253.922401,0.077599,254,,1.875,0,0,0,0.063,4.5
254.260416,1,C17H34O,100,254.260417,0,-4.3,242.5,1.5,odd,ok,253.976507,0.023493,254,1040972,2,0,0.059,0,0,1.5
,1,C17H34O,100,254.260417,0,-4.3,242.5,1.5,odd,ok,253.976507,0.023493,254,,2,0,0.059,0,0,1.5
,1,C17H34O,100,254.260417,0,-4.3,242.5,1.5,odd,ok,253.976507,0.023493,254,,2,0,0.059,0,0,1.5
,1,C17H34O,100,254.260417,0,-4.3,242.5,1.5,odd,ok,253.976507,0.023493,254,,2,0,0.059,0,0,1.5
,1,C17H34O,100,254.260417,0,-4.3,242.5,1.5,odd,ok,253.976507,0.023493,254,,2,0,0.059,0,0,1.5
,1,C17H34O,100,254.260417,0,-4.3,242.5,1.5,odd,ok,253.976507,0.023493,254,,2,0,0.059,0,0,1.5
254.284238,1,C17H36N,100,254.284227,0,0,n.a.,1,even,ok,254.000302,-0.000302,254,1175831,2.118,0.059,0,0,0,1
,1,C17H36N,100,254.284227,0,0,n.a.,1,even,ok,254.000302,-0.000302,254,,2.118,0.059,0,0,0,1
,1,C17H36N,100,254.284227,0,0,n.a.,1,even,ok,254.000302,-0.000302,254,,2.118,0.059,0,0,0,1
,1,C17H36N,100,254.284227,0,0,n.a.,1,even,ok,254.000302,-0.000302,254,,2.118,0.059,0,0,0,1
,1,C17H36N,100,254.284227,0,0,n.a.,1,even,ok,254.000302,-0.000302,254,,2.118,0.059,0,0,0,1
,1,C17H36N,100,254.284227,0,0,n.a.,1,even,ok,254.000302,-0.000302,254,,2.118,0.059,0,0,0,1
,1,C17H36N,100,254.284227,0,0,n.a.,1,even,ok,254.000302,-0.000302,254,,2.118,0.059,0,0,0,1
254.296786,1,C18H38,100,254.296803,0.1,3,33.8,0.5,odd,ok,254.012836,-0.012836,254,14301563,2.111,0,0,0,0,0.5
,1,C18H38,100,254.296803,0.1,3,33.8,0.5,odd,ok,254.012836,-0.012836,254,,2.111,0,0,0,0,0.5
,1,C18H38,100,254.296803,0.1,3,33.8,0.5,odd,ok,254.012836,-0.012836,254,,2.111,0,0,0,0,0.5
,1,C18H38,100,254.296803,0.1,3,33.8,0.5,odd,ok,254.012836,-0.012836,254,,2.111,0,0,0,0,0.5
,1,C18H38,100,254.296803,0.1,3,33.8,0.5,odd,ok,254.012836,-0.012836,254,,2.111,0,0,0,0,0.5
,1,C18H38,100,254.296803,0.1,3,33.8,0.5,odd,ok,254.012836,-0.012836,254,,2.111,0,0,0,0,0.5
,1,C18H38,100,254.296803,0.1,3,33.8,0.5,odd,ok,254.012836,-0.012836,254,,2.111,0,0,0,0,0.5
255.268286,1,C17H35O,100,255.268242,-0.2,-4.4,535.1,1,even,ok,254.983251,0.016749,255,628350,2.059,0,0.059,0,0,1
,1,C17H35O,100,255.268242,-0.2,-4.4,535.1,1,even,ok,254.983251,0.016749,255,,2.059,0,0.059,0,0,1
,1,C17H35O,100,255.268242,-0.2,-4.4,535.1,1,even,ok,254.983251,0.016749,255,,2.059,0,0.059,0,0,1
,1,C17H35O,100,255.268242,-0.2,-4.4,535.1,1,even,ok,254.983251,0.016749,255,,2.059,0,0.059,0,0,1
,1,C17H35O,100,255.268242,-0.2,-4.4,535.1,1,even,ok,254.983251,0.016749,255,,2.059,0,0.059,0,0,1
,1,C17H35O,100,255.268242,-0.2,-4.4,535.1,1,even,ok,254.983251,0.016749,255,,2.059,0,0.059,0,0,1
255.304584,1,C18H39,100,255.304628,0.2,-3.4,253.7,0,even,ok,255.019509,-0.019509,255,2300564,2.167,0,0,0,0,0
,1,C18H39,100,255.304628,0.2,-3.4,253.7,0,even,ok,255.019509,-0.019509,255,,2.167,0,0,0,0,0
,1,C18H39,100,255.304628,0.2,-3.4,253.7,0,even,ok,255.019509,-0.019509,255,,2.167,0,0,0,0,0
,1,C18H39,100,255.304628,0.2,-3.4,253.7,0,even,ok,255.019509,-0.019509,255,,2.167,0,0,0,0,0
,1,C18H39,100,255.304628,0.2,-3.4,253.7,0,even,ok,255.019509,-0.019509,255,,2.167,0,0,0,0,0
,1,C18H39,100,255.304628,0.2,-3.4,253.7,0,even,ok,255.019509,-0.019509,255,,2.167,0,0,0,0,0
,1,C18H39,100,255.304628,0.2,-3.4,253.7,0,even,ok,255.019509,-0.019509,255,,2.167,0,0,0,0,0
256.218547,1,C19H28,100,256.218552,0,3,14.3,6.5,odd,ok,255.932451,0.067549,256,8126251,1.474,0,0,0,0,6.5
,1,C19H28,100,256.218552,0,3,14.3,6.5,odd,ok,255.932451,0.067549,256,,1.474,0,0,0,0,6.5
,1,C19H28,100,256.218552,0,3,14.3,6.5,odd,ok,255.932451,0.067549,256,,1.474,0,0,0,0,6.5
,1,C19H28,100,256.218552,0,3,14.3,6.5,odd,ok,255.932451,0.067549,256,,1.474,0,0,0,0,6.5
,1,C19H28,100,256.218552,0,3,14.3,6.5,odd,ok,255.932451,0.067549,256,,1.474,0,0,0,0,6.5
,1,C19H28,100,256.218552,0,3,14.3,6.5,odd,ok,255.932451,0.067549,256,,1.474,0,0,0,0,6.5
256.221929,1,C16H32S,100,256.221924,0,-5.2,461.1,3.5,odd,ok,255.935829,0.064171,256,1494301,2,0,0,0,0.063,3.5
